Question,Answer
"Donizetti: ""The Daughter of the ____""",Regiment
"(Jimmy of the Clue Crew climbs some steps.)  His vertical leap adding an astonishing 42 inches to his reach, this 5'7"" NBA player won the NBA's Slam Dunk Contest in 1986",Spud Webb
This type of tree with the leaf seen here is in the beech family,an oak
"Cervantes' first published poems appeared in a volume about the passing of this king's wife, Elizabeth of Valois",Philip II of Spain
"In this 1945 novel, Benjamin the Donkey says, ""Donkeys live a long time.  None of you has ever seen a dead donkey""",Animal Farm
"This ""vocational"" type of treatment encourages patients to engage in activities",occupational therapy
"Mascagni: ""Cavalleria ____""",rusticana
"Willie ""Stretch"" McCovey starred at first base; Freddie ""The Flea"" Patek, at this infield position",shortstop
The leaves of this plant from the mustard family are great in a salad,arugula
In 1575 Miguel was sold into slavery in this current North African capital on the Mediterranean,Algiers
"He first used the donkey as a symbol for Democrats in the 1870 cartoon ""Live jackass kicking a dead lion""",(Thomas) Nast
"In a hit song Bob Seger liked this type of ""rock and roll""","that ""Old Time"""
The answer to the title of this Oscar winner is Judge Doom,Who Framed Roger Rabbit
"Before it first touches down on the ground, its funnel looks white, as it's just made up of water droplets",a tornado
I left Minnesota around the time I changed my name from Robert Allen Zimmerman to this,(Bob) Dylan
"After this archaeologist dodged a boulder in a 1981 flick, Belloq took from him everything he could steal",Indiana Jones
"Ian Astbury of The Cult joined Robbie Krieger & Ray Manzarek for the retooling of this band ""of the 21st Century""",The Doors
"Born in 1895, this director of a Justice Department bureau served under 8 presidents",J. Edgar Hoover
"A freed slave's son, Publius Helvius Pertinax was this empire's ruler for nearly 3 months in 193 A.D.",the Roman Empire
You may experience a southerly burster or a brickfielder on this continent,Australia
It gives me the seven-year itch when you call me Norma Jean Baker,Marilyn Monroe
"You got nothin' to lose in this game with 15 white & black ""stones"" that mercifully end up on the bar after being ""hit""",backgammon
In 2004 Veritas software's marketing dept. made news when it banned this type of communication on Fridays,e-mail
Ex-Confederate General Nathan Bedford Forrest served as the first head of this supremacist group,the Ku Klux Klan
This UCLA basketball coach led his team to a record 88 straight NCAA basketball victories,John Wooden
In 1805 this commander in the British navy devised a scale for classifying winds,(Sir Francis) Beaufort
It makes me neurotic to tell you my real name is Allen Stewart Konigsberg,Woody Allen
"The Skipper on ""Gilligan's Island"" probably knows that another name for this small fish is the stone roller; didn't you?",a minnow
"Beepcard Inc. is developing a talking 1 of these, slightly thicker than normal, that asks for your password",a credit card
"Composed largely of American pilots, the Lafayette Escadrille flying squadron served during this war",the First World War
Last name of the traveling salesman whose life was dramatized in a 1949 play,(Willy) Loman
A pampero is a sudden cold summer wind in this second-largest South American country,Argentina
"I played the simply named Jo March, but I was born with the last name Horowitz",Winona Ryder
"The ""tears"" of this Hawaiian volcano goddess are actually bits of flung molten rock with no direction home",Pele
"Alison Bartlett, who plays Gina, a kindly vet on this PBS show, got overexposed with Steve Buscemi on ""The Sopranos""",Sesame Street
This American in Paris served as U.S. Minister to France from 1778 to 1785,Ben Franklin
"Also called Gakusei Ryori, or ""student cuisine"", this noodle dish was invented in 1958 by Momofuku Ando",Top Ramen
This term for a sudden gust of wind & precipitation is related to a Swedish word for rushing water,a squall
"Here's a ""hard"" one; I'm the '50s hunk who at one point went by Roy Fitzgerald",Rock Hudson
"""Once upon a time"" this king of Corinth was sent to Tartarus & had problems with a mobile rock",Sisyphus
"As the ""M"" word indicate, TMS uses these to stimulate the brain & treat neuropsychiatric conditions in a non-intrusive way",magnets
"In Matthew 6:24, Jesus warned that ""No man can serve two masters... ye cannot serve God and"" this",mammon (money later accepted)
"Fred Grandy's character Gopher had this rank on ""The Love Boat""",yeoman
"About half of Liszt's work was transcribing others' works, like Beethoven's symphonies, for this instrument",the piano
"The IAFCS hands out the ""Annies"" every year for excellence in this specific type of filmmaking",animation
"The name or this Ontario capital means ""place of meeting"" in the Huron Indian language",Toronto
(Cheryl of the Clue Crew holds what looks like a not-so-freshly caught game fish in Montana.)  I caught one of these salmon family members popular with fly casters,a (rainbow) trout
"Poe's favorite ""bel""",Annabel Lee
"On July 4, 1828 the last surviving Declaration signer laid the first stone for the railroad known by these 2 letters",B&O
It's the classic passage of 19th century travelin' music heard here,"""Ride of the Valkyrie"""
This award's name is derived from a nickname for the image orthicon tube used in televisions,the Emmy
"Canada's most densely populated province, it's known to locals just as ""The Island""",Prince Edward Island
"In this story by Norman MacLean, casting is ""an art... performed on a four-count rhythm between 10 & 2 o'clock""",A River Runs Through It
"John de Lancie played this being who tormented the crew of the Enterprise on ""Star Trek: The Next Generation""",Q
"Born in 1986, at age 13 she became the youngest classical artist to earn a gold record",(Charlotte) Church
"Starting in 1972, the ACT awards were handed out for achievement in television aimed at this demographic",children
"One of the two largest lakes solely within Canada; both are ""Great""",Great Bear Lake (or Great Slave Lake)
"(Jimmy of the Clue Crew casts from his mid-stream position in stylish waders in Montana.)  Bugs, and hopefully fish, gather at this area of a stream; it sounds like a first name",an eddy
"Eugene O'Neill's title belle (certainly not a ""church-belle"")",Anna Christie
"Alphabetically, it's the first letter that doesn't have a U.S. president's last name filed under it",D
This group persecuted in France in the 16th century was the title subject of a 19th c. opera by Meyerbeer,the Huguenots
"A Gallup poll determines the winners of these annual awards, hosted by Kevin James in 2004",The People's Choice Awards
"North America's second-longest river, it flows into the sea in the Northwest Territories",the McKenzie
"These are attached to a fly to help it float; they're also what are ""raised"" when you get angry",hackles
Margaret Landon's book about a real Anna who rang a king's chimes,Anna and the King of Siam
They're the 3 silent letters in Galahad's job title,"K, G & H"
"Bearing the name of one of Zeus' daughters, these awards are handed out for the best TV & radio commercials",the Clio Awards
"Canada's northernmost point lies on this large island a ""mere"" 6 degrees, 92 minutes from the North Pole",Ellesmere Island
"(Sarah of the Clue Crew gives her line a good cast wading in a stream.)  Of the two most basic types of fly-fishing, this one in which your lure is underwater is simpler to cast",wet (fly)
"Full name of James Joyce's ""Plurabelle""",Anna Livia Plurabelle
Nunnation is the adding of this final letter in the declension of nouns,N
"On Dec. 13, 2000 he said, ""While I strongly disagree with the court's decision, I accept it""",Al Gore
"It begins, ""The Lord is my shepherd, I shall not want""",Psalm 23
Wall Street laid an egg in October of this Roaring '20s year when the stock market crashed,'29
"Nicknamed ""Papa Bear"", he not only coached the Chicago Bears for 40 seasons, he played baseball for the Yankees",George Halas
"In Illinois it's good to be the king, or at least this butterfly, the state insect",the monarch
You can be a Chunk Spelunker for this ice cream,Ben & Jerry's
"Traditionally, a dense one of these is compared to ""pea soup""",fog
23 different pilgrims tell their stories in this late-14th century classic,the Canterbury Tales
"Following his resignation in this year, we didn't have Richard Nixon to kick around anymore",1974
He was the first coach to win an NCAA football championship & a Super Bowl,Jimmy Johnson
"It might want to fly away home to Massachusetts, where it's the state insect",the ladybug
The logo of this brand is seen here,Arm & Hammer
This 6-letter word for a tornado's shape is also a kitchen utensil,funnel
"Legend says in 490 B.C., Pheidippides ran about 23 miles from this plain to Athens to announce a victory",Marathon
The U.S. officially entered World War I in April of this year,1917
He & son Dave are the only father & son coaches to coach against each other as head coaches in the NFL,Don Shula
It wasn't until 1983 that Utah finally made this its state insect,the honeybee
"It calls itself ""pure cane sugar from Hawaii""",C&H
"In the loose sense, it's any weather vane, but specifically it's one with a rooster on it",a weathercock
"The classical form of this language used only 23 letters; J, U & W were added at a later date",Latin
The first Summer Olympics broadcast in color were held in Mexico City in this year,1968
The son of this pro football Hall of Famer is a U.S. senator,George Allen
"Alaska's state insect is the ""four spot skimmer"" this, so keep it away from St. George",the dragonfly
This Scottish Whisky traces its roots to Italian distiller Giacomo Justerini,J&B
"(Jeff Probst reports from Palau.)  Luckily, Palau is outside the zone of these storms, whose name comes from a Chinese word that means ""great wind""",typhoon
"This important parallel of latitude is located at 23 degrees, 27 minutes north of the equator",the Tropic of Cancer
In this year Chiang Kai-shek fled to Taiwan & Red China established the People's Republic,1949
He won 3 Super Bowls & now owns a NASCAR racing team,Joe Gibbs
It's tough to separate church & state in Connecticut while having this as state insect,the praying mantis
"Ray-Ban glasses, developed by this company, were so named because they reduce UV & infrared rays",Bausch & Lomb
"The name of this job comes from the Greek for ""discussion of celestial phenomena"" (stay tuned)",meteorologist
"(Cheryl of the Clue Crew goes for gold in St. Petersburg, Russia.)  Russian craftsmen have recreated the Amber Room here in the Catherine Palace, which had been plundered by these people in 1941",the Nazis
1990: Sean defects to the U.S. & brings his high-tech sub with him,The Hunt for Red October
"This ""Christmas Carol"" clerk's children are Peter, Martha, Belinda, Tiny Tim & 2 who don't have names",Bob Cratchit
The square root of the square root of 16,2
"Contrapuntal is the adjectival form of this, the combination of melodic lines",counterpoint
Trot and terrier preceder (3),fox
"(Cheryl of the Clue Crew is our girl in Moscow, Russia.)  From 1953 to 1961, Lenin shared his tomb with this leader who was then moved to his present resting place in the Kremlin wall",Stalin
1987: Sean helps Eliot Ness bag Capone,The Untouchables
"Drinking beer, kicking dogs & hitting women are hobbies of this man, Fagin's adult accomplice",Bill Sykes
1 x 2 x 4 x 8 x 10,640
"A Lalo ""Symphonie"" got this national name because it was composed for virtuoso Pablo de Sarasate",Spanish Symphonie
Process that turns grape juice into wine (12),fermentation
(Cheryl of the Clue Crew rushes back to Palace Square in St. Petersburg.)  In 1905 a peaceful demonstration here on Palace Square turned into a massacre known in history as this bloody day of the week,Sunday
1989: Sean helps his archaeologist son search for the Holy Grail,Indiana Jones and the Last Crusade
"Paul Dombey styles himself ""sole representative"" of this firm",Dombey & Son
"1111 plus 2222 plus 3333, divided by 6",1111
In 1866 he began teaching at the new Moscow Musical Conservatory now often called by his name,Peter Ilyich Tchaikovsky
Slang for a policeman who walks the beat (8),flatfoot
"(Cheryl of the Clue Crew reports from ""poetic"" Russia.)  I'm here in the town originally called Detskoye Selo, which in 1937 was renamed for this great Russian poet",Pushkin
1996: Sean shows an elite team of SEALs how to break into Alcatraz to stop a madman,The Rock
Nathan Winkle is among the illustrious members of this title club,the Pickwick Club
"100 divided by 4, times 3, divided by 5",15
"Popular in 18th century opera, the Da Capo Aria had 2 sections & then the singer was supposed to do this",return to the beginning (start over)
"""Tired"" army clothes (8)",fatigues
(Sarah of the Clue Crew shares a photo op on Red Square.)  Legend says that Ivan the Terrible lived up to his nickname when he blinded the designers of this cathedral so they could never again build anything as beautiful,St. Basil's
"1976: After returning home from the Crusades, Sean battles the Sheriff of Nottingham",Robin and Marian
He marries Dora Spenlow in Chapter 43 & Agnes Wickfield in Chapter 62,David Copperfield
1/2 plus 1/3 plus 1/10 plus 1/15,1
The Academy of St. Martin in the Fields claims to be the world's most recorded of these small orchestras,a chamber orchestra
Tired soldier's leave of absence (8),furlough
In tropical Africa it's the main source of calories in the diet; in the U.S. it gives us a pudding,tapioca (or cassava)
This tribunal flourished in Spain for centuries until it was finally suppressed in 1834,The Spanish Inquisition
These heavy black birds known for their ability to mimic human speech are a species of starling,Mynah Birds
The mind-boggling puzzle he invented in the 1970s made him 1 of Hungary's few self-made millionaires,Erno Rubik
The U.S. Dept. of Agriculture says this by-product of sugar will last 2 years on the shelf,Molasses
Holy Tailpipes!  This car was really just a modified Lincoln Continental,The Batmobile
"If you know the ropes, you'll know this is slang for ""get married""",Tie The Knot
"4 days after this battle, Napoleon signed his 2nd -- & final -- abdication",Waterloo
Falcons kill their prey by doing this,Biting in the head or neck
"Though unrelated, aeronautical record-breakers Jeana & Chuck both have this last name",Yeager
Paintbrushes & rollers can be cleaned with soap & water when this water-based house paint is used,Latex
1 of 2 rotund comics whose weekly variety shows featured the June Taylor Dancers,Dom DeLuise & Jackie Gleason
"Steal a bottle of liquor, or keep quiet constitutionally",Take The Fifth
"This mystic ate his last meal at the home of Prince Feliks Yusupov, one of the men who killed him",Rasputin
"Despite its name, this type of swan does have a voice, but it's not a very pretty one",Mute Swan
"His dad served 34 years in Congress, his mom was ""born again"" & his brother nicknamed him ""Pat""",Pat Robertson
Type of door that's divided in half horizontally so that the top & bottom open independently,Dutch Door
"Kate Bradley owned this hotel in Hooterville in the rural sitcom ""Petticoat Junction""",The Shady Rest
1960s slogan calling for the elimination of nuclear weapons,"""Ban The Bomb"""
"Some 25 years before our Civil War, this country freed the slaves on Jamaica",Great Britain
The moas of New Zealand probably became extinct because these people hunted them for food,The Maoris
World Book's photo of Carry Nation shows her with a Bible in one hand & this in the other,Hatchet
"In a formal table setting, the water glass should be placed directly above this utensil",Knife
"In the title of Dennis Weaver's 1983-84 series ""Emerald Point, N.A.S."", it's what the ""N.A.S."" stood for",Naval Air Station
"Witness Edison's invention, or come to an understanding of a situation",See The Light
It's widely believed that this great pharaoh is the one written about in the book of Exodus,Ramses II
"Birds evolved from dinosaurs during this geologic era, ""The Age of Reptiles""",Mesozoic Era
"Interest rates can't fall sharply unless the gov't budget is reduced, says this Federal Reserve chrmn.",Alan Greenspan
It's a short drapery that drapes across the top of the other draperies,Valence
"On this '60s sitcom, Don Rickles once played Bald Eagle, an Indian","""F Troop"""
"Someone risking danger to benefit others is said to do this, as Aesop's mouse did to a dangerous feline",Bell The Cat
The Suez Canal is generally considered Asia's border with this continent,Africa
"The U.S. equivalent of Italian ""frittelle"", German ""pfannkuchen"" & French ""crepes""",Pancakes
"Medieval artists gave triangular ones to the trinity, round to the angels & rectangular to living holy people",Halos
"She was lively & talkative, unlike her husband who was famous for his reticence",Grace Coolidge
"Shelagh Delaney was a teenager when she wrote the play ""A Taste Of"" this",Honey
In English dictionaries there are fewer listings under this letter than any other,X
"Though there were a million casualties, this 8-year Mideast war ended in stalemate in 1988",Iran-Iraq War
The name of this dish derives from the poverty of the 18th century Welsh,Welsh Rarebit
"Originally full of light & color, his 1642 work was so darkened by grime & smoke it's now called ""The Night Watch""",Rembrandt
"Her parents were Republicans, but she married a Democrat anyway, on Sept. 12, 1953",Jacqueline Kennedy
"In titles of plays, this word stands alone or follows ""The Shoemaker's"" & ""Death Takes A""",Holiday
"On January 20, 1986, the U.S. 1st observed a day in his honor","Dr. Martin Luther King, Jr."
Daimyos were powerful landholding magistrates in this country from about the 10th C. until 1868,Japan
"Literally ""outside the work"", it's an additional dish served before a meal",Hors D' Oeuvres
Artist who was the initiator & leader of the impressionist movement; he's famous for his haystacks,Claude Monet
Julia Dent & this future president met in St. Louis where he was stationed with the 4th Infantry Regiment,Ulysses S. Grant
Michael Kidd & Agnes De Mille were the 1st 2 people to win Tony Awards in this category,Choreography
L.L. Bean sells these brightly colored blankets named for an old North American trading company,Hudsons' Bay Blankets
"2 countries share this name; the capital of one is Sana, & the capital of the other is Aden",Yemen
Sauerkraut didn't originate in Germany but was brought from this country by the Tatars,China
"Flemish painter known for his ""Venus & Adonis""; he negotiated a 1630 peace treaty between England & Spain",Peter Paul Rubens
"The 1st name of either of Woodrow Wilson's wives; they both began with (the letter) ""E""",Edith & Ellen
"Songs from this 1965 musical include ""The Dubbing"" & ""Dulcinea""","""Man of La Mancha"""
"Legally, a will written entirely in the handwriting of the one who makes it, not in 3-D",Holographic
"Of the 3 countries of Indochina, the 1 that's landlocked",Laos
Souvlakia is this country's equivalent of shishkebab,Greece
This nihilistic movement in the arts is named for a French word for hobby horse,Dada/Dadaism
John Philip Sousa & The Marine Band played at their White House wedding in 1886,The (Grover) Clevelands
Sophocles' plays were 1st performed on the Acropolis in the theater named for this god,Dionysus
"It was officially adopted in 1825, making it the world's 1st national anthem","""God Save The Queen"" (or ""God Save The King"")"
"After Rhode Island & Delaware, it's the next smallest state in area",Connecticut
"When asked to surrender, naval hero John Paul Jones supposedly quipped, ""I have not yet begun to"" do this",fight
"This comedian was once suspended for three days from his Andover, Massachusetts high school for burning rubber in the parking lot",Jay Leno
"As one of the Berber languages, Riff is mainly spoken in Algeria & this country",Morocco
This red-feathered friend is the state bird of a record 7 states,the cardinal
"1961: ""Look for the Golden"" these",Arches
Traditional title of the kings who built the pyramids,pharaoh
American general William Hull was court-martialed for surrendering this Michigan city during the War of 1812,Detroit
"A cheerleader & 1980 graduate of Van Nuys High School; years later, she'd be ""Idol""ized by millions",Paula Abdul
"In the Kootenai tongue, a word's pitch changes its meaning, as in this most widely spoken world language",Mandarin (Chinese)
One naturalist reported that this state bird of Arkansas imitated the songs of 32 birds within 10 minutes,the mockingbird
"2003: ""I'm"" doing this",lovin' it
"To see Van Gogh's ""Vase with 12 Sunflowers"", head out to this American city's Museum of Art",Philadelphia
"In 332 B.C. Mazaces, the Persian in charge of Egypt, wisely surrendered to this ""Great"" guy",Alexander
"Sadly, this 1949 Fairmount, Indiana high school graduate would live but a few years after his picture was taken",James Dean
"Volapuk, created in 1880 as one of these, was too complex to attract many permanent users",an artificial language
1 of 2 states that have a breed of chicken as the state bird,Rhode Island (or Delaware)
"2000: ""We love to see you"" do this",smile
Light energy becomes organic energy through this plant process,photosynthesis
French forces resisted a Vietminh attack here for 56 days but surrendered in May 1954,Dien Bien Phu
"This actress has total recall of her high school days in Pennsylvania, as a self-described uber-geek & outsider",Sharon Stone
Czech is in the West Group & Ukrainian in the East Group of this branch of languages,Slavic languages
"Hawaii's state bird, the nene, is a close relative of this ""Canadian"" bird",the (Canada) goose
"1988: ""Good time.  Great"" this",taste
"From the Greek for ""to appear"", it's an unreal, ghostly being",a phantom
