Question,Answer
"Through his pursuit of Alger Hiss and others, Richard Nixon gained national fame on this House committee",HUAC (House Un-American Activities Committee)
"He was actually 12 when he began playing the 7-year-old ""Webster"" in 1983",Emmanuel Lewis
This mode of transportation adorns boxes of Rice-a-Roni,a cable car
"Prospering under Tatar rule & expanding as it intersected trade routes, this city became a capital in the 15th century",Moscow
"Make this Italian bread topped with tomatoes; its name is from the Italian for ""to roast over coals""",bruschetta
"Conjunction meaning ""for fear that""",lest
"I consider myself a unique, special person, so I'm appalled that I'm sniffling with the ""common"" one of these",a cold
2005: Pickpocket patriarch Fagin,Oliver Twist
"We learn of the loss of Belle Reve, ancestral home of the DuBois family, in this classic 1947 play",A Streetcar Named Desire
"(Sarah of the Clue Crew stands next to a rotating crayon conveyor at the Crayola Museum & Factory in Easton, PA.)  It was a beautiful day in the neighborhood on February 6, 1996, when this man stopped by to help make the 100 billionth Crayola",Mr. Rogers
It's the last name of Harry Potter's pal Hermione,Granger
"""Il Matrimonio Segreto"" got the longest one of these ever: Leopold II ordered the whole opera repeated",an encore
"I'm not a rooster, so I hope I'm not coming down with this disease also known as varicella",chicken pox
1993: Bookkeeper Itzhak Stern,Schindler's List
"Of Dragonwyck, Gryphonwyck or Unicornwyck, the mysterious mansion in Anya Seton's 1944 bestseller",Dragonwyck
"(Kelly of the Clue Crew stands with a packaging machine at the Crayola Museum & Factory in Easton, PA.)  In the early 1900s, this ""American Gothic"" artist entered a Crayola coloring contest & won; he later said that's what gave him the encouragement he needed to pursue a career in art",Grant Wood
"In mythology Hermione was the daughter of Menelaus & her, & must have hoped to look like mom",Helen of Troy
"Tchekalinsky, Tomsky & Prince Yeletsky are roles in ""The Queen of Spades"" by this composeretsky",Tchaikovsky
"Kitty clawed me, so I may have this mild disease, also the title of a Ted Nugent album",cat scratch fever
1991: Syndicate accountant Meyer Lansky,Bugsy
"In a Jane Austen novel, this medieval abbey sparks Catherine Morland's Gothic fantasies",Northanger Abbey
"(Sarah of the Clue Crew stands with machinery at the Crayola Museum & Factory in Easton, PA.)  Edwin Binney & this cousin of his began their partnership in 1885 to sell carbon black and other pigments; Crayolas didn't come until 1903",(Harold) Smith
"At age 19 in 1925, Hermione Bulwer-Lytton was acting vicereine of this country",India
Donna Elvira is one of the women seduced by the title character of this Mozart opera,Don Giovanni
"Uh-oh... I feel itchy.  Hope I wasn't bitten by this outdoor pest, the red larva of a harvest mite",a chigger
2003: Iranian immigrant & new home owner Colonel Behrani,The House of Sand and Fog
"Lady Grove is an estate purchased by Uncle Edward in this ""timely"" British author's 1909 novel ""Tono-Bungay""",H.G. Wells
"(Sarah of the Clue Crew stands with a melting vat at the Crayola Museum & Factory in Easton, PA.)  Edwin Binney's wife Alice coined the name ""Crayola"" by combining ""cray"", French for chalk, and ""ola"", short for oily, because Crayolas are made from this",paraffin wax
"In ""Gigi"" Hermione Gingold is Maurice Chevalier's partner for this duet; ah, yes...","""I Remember It Well"""
"This title Wagner hero blows a mighty horn call & then kills Fafner, who's in the shape of a dragon",Siegfried
"A blain is an inflammatory swelling; my exposure to icy weather may have given me this kind of ""blain""--brrr!",a chilblain
2000: Homicidal British gangster Don Logan,Sexy Beast
The hero of this Thackeray novel woos & wins the widow who inhabits Castle Lyndon,Barry Lyndon
"(Kelly of the Clue Crew stands with a melting tray at the Crayola Museum & Factory in Easton, PA.)  The makers of Crayola introduced dust-free school chalk; it was so successful that it won a gold medal at the 1904 World Exposition in this city",St. Louis
Hermione suffers from the jealousy of her husband Leontes in this late Shakespeare play,The Winter's Tale
"This Beethoven opera features the wonderful quartet ""Mir ist so wunderbar""",Fidelio
"Of the world's 11 countries whose English names start with ""A"", the only 2 whose names don't end with ""A""",Afghanistan & Azerbaijan
"Later president, this man is seen here back in 1898",Theodore Roosevelt
"If you're jonesing to take ""Twisted Metal"" on the road, you'll need this Sony handheld gaming system",the PSP
Term for the line that cuts a square into 2 triangles,a diagonal
"""The Beaver State""",Oregon
"This 2005 film in the ""Star Wars"" saga won People's Choice Awards for Favorite Picture & Favorite Drama",Star Wars: Revenge of the Sith
VLT,violet
Forthright one-time White House resident seen here,Betty Ford
Race between classes with this brand of sneaker that's named for the location of its hidden removable wheel,Heelys
"In a fraction, the numerator is the dividend & this is the divisor",the denominator
"""The Razorback State""",Arkansas
"With about 100 awarded yearly, Rhodes Scholarships enable students to study at this British university",Oxford
PTN,petunia
The risktaking of this 20th-century high flier will be long remembered,(Charles) Lindbergh
"You might say ""Wii"" while using the wireless controller for this company's game system",Nintendo
A binary system is based on 2; this is a system based on 10,a decimal system
"""The Tar Heel State""",North Carolina
In 2007 Doris Lessing became only the 11th woman to win this--Pearl Buck won in 1938,the Nobel Prize in Literature
PPP,poppy
"Against all the odds, he was the losing 1948 Republican candidate for president",(Thomas) Dewey
Use the SkyScout to look up at night & identify nebulae & the 88 official groups of stars called these,constellations
Angles & compass readings are measured in these,degrees
"""The Gopher State""",Minnesota
"The ALA presents an award named in honor of Theodore Geisel, aka this author, for beginning readers' books",Dr. Seuss
GRNM,geranium
He's the 18th-century musical prodigy seen here,Wolfgang Amadeus Mozart
"Watch the DVDs included in this board game that has Disney, sports, Marvel & music editions",Scene It?
Pi is the ratio of the circle's circumference to this,diameter
"""The Pine Tree State""",Maine
"Winners of the Pulitzer Prize for Drama include this playwright, for ""Death of a Salesman""",(Arthur) Miller
"RS (2 responses, please)",rose & iris
"This Danish city's name means ""merchant's harbor""",Copenhagen
"A mom in real life, she plays Grendel's mother in 2007's ""Beowulf""",Angelina Jolie
"In November 1999 this country launched Shenzhou, its first capsule capable of carrying a man into space",China
"The ""Good News"" version of this ""Good Book"" debuted in 1976",the Bible
It's the second-lightest element,helium
"By adding a letter to ""ticked"", you can go from being ticked to this much better opposite",tickled
(Jon of the Clue Crew points out a region on a map.)  Violence in this region of Western Sudan has spilled over into Chad and has led to worldwide humanitarian appeals,Darfur
The Autobots & the Decepticons are dueling alien races that bring their war to Earth in this sci-fi flick,Transformers
"Its moon Phobos orbits the planet in 7 hours, rises in the west, & sets in the east",Mars
"Fireworks light up India's sky during Diwali, this religon's festival of lights",Hinduism
"This element's symbol, Hg, comes from the Latin word hydrargyrum, meaning ""liquid silver""",mercury
"Add a letter to ""neuron"" & instead of a nerve cell, it's this subatomic particle",neutron
Capri sits at the entrance to the bay of this Italian city,Naples
Amir & Hassan are boys who fly kites in Kabul in this film based on a novel,The Kite Runner
"This first space shuttle concluded its maiden voyage on April 14, 1981",Columbia
"Attention, young Buddhists: the World Fellowship of Buddhist Youth is headquartered in this Thai city",Bangkok
"This element, symbol Mg, is essential to the diet & to green plants",magnesium
"When you add a letter to ""started"" you may be truly surprised when you get this",startled
Wrecked military vehicles remain by the road from Tel Aviv to this city as a memorial of Israel's 1948 War of Independence,Jerusalem
"Vince Vaughn played this title guy, Santa's bitter older brother, in a 2007 holiday film",Fred Claus
"On July 4, 2005 the probe Deep Impact blasted a crater in Tempel 1, one of these celestial travelers",a comet
"One of the few marked graves from this group's trek west is Rebecca Winter's, E. of Scottsbluff, Nebraska",the Mormons
"As a coloring agent, this element between iron & nickel on the periodic table will literally give you the blues",cobalt
"With the addition of a letter, a ""gentle"" person becomes this non-Jewish person",gentile
This continent's highest mountain was named for Polish hero Tadeusz Kosciuszko,Australia
"Lyra Belacqua has an extraordinary adventure in this film, based on the first volume of the ""Dark Materials"" trilogy",The Golden Compass
"Near-earth ones of these include Ida, which has its own moon named Dactyl",an asteroid
"Followers had to contribute it, so one movement of Taoism was called ""the way of the 5 pecks of"" this grain",rice
"In the Haber process, hydrogen & this element are combined under high pressure to produce ammonia",nitrogen
"Confer if you wish, but if you add a letter to ""confer"", it becomes this type of evergreen",conifer
"Walt Whitman called this ""the beautiful uncut hair of graves""",grass
"If you stand inside this cathedral & look around, you'll see Christopher Wren's monument",St. Paul's Cathedral
"From a Greek word for desolate, it's a crab or a person who's withdrawn from society",Hermit
"Comedy satire in which Sally Field played the star of a daytime drama, ""The Sun Also Sets""",Soapdish
The first rockets were used in this country as early as 1232,China
This paper launched in 1982 is now America's second-largest,USA Today
"After Maurice Starr made stars out of New Edition, he put this new ""New"" group on the charts",New Kids on the Block
"The statue of Eros, in this circle, was a tribute to Lord Shaftesbury; the bow & arrow, a play on his name",Piccadilly Circus
This adjective refers to anything oxlike or cowlike,Bovine
Ron Howard set the screen ablaze with this 1991 film about Chicago firefighters,Backdraft
Added thrust for takeoffs is provided by these extra rockets attached to the first stage,Boosters
"Noted for its investigative reporting, it was founded in 1877 as an organ of the Democratic party",The Washington Post
"This Theodore Roosevelt quote comes from an African proverb that ends ""you will go far""","""Speak softly and carry a big stick"""
"In case you want to ""steal"" a look at them, they're in a room in Wakefield Tower",Crown Jewels
The enclosure over a plane's cockpit or the layer of the tallest treetops in a forest,Canopy
Harrison Ford played a lawyer who lost his identity after a gunshot wound in this film,Regarding Henry
"After World War II, the U.S. used these captured German rockets as atmospheric probes",V-2 rockets
"In 1951 the Peron government seized control of this paper whose name is Spanish for ""the press""",La Prensa
This fashion item could have been an eschscholtz if the name of the atoll hadn't changed,Bikini
It contains the Strangers Gallery,House of Parliament
This frothy dessert is made of sweetened & flavored whipped cream & is frozen without stirring,Mousse
"""Once Around"" re-teamed Holly Hunter & this actor, her co-star from ""Always""",Richard Dreyfuss
One of Goddard's early inventions was developed into this anti-tank rocket gun,Bazooka
"U.S. daily nicknamed ""The Old Gray Lady""",The New York Times
"The old part of this street with luxury shops was created around 1690; the new, about 30 years later",Bond Street
"U.S. Navy petty officer who performs clerical duties, or Janice Rand's rank on ""Star Trek""",Yeoman
Robert De Niro played a film director during the anti-Communist witch hunts in this 1991 drama,Guilty by Suspicion
They're fired to slow down the movement of a space vehicle,Retrorockets
"Two Communist papers, the Morning Star of London & America's Daily World, formerly shared this name",The Daily Worker
Your average rhombus has this many sides,4
Life forms created in the laboratory can be registered with this Commerce Department office,Patent Office
Poet Sidney Lanier was captured during this war & contracted tuberculosis in prison,Civil War
This country's most famous bronze statue is the Great Buddha at Kamakura,Japan
It is said his descendants still live in Shantung province where he was born in 551 B.C.,Confucius
"In a 1588 sea battle, the English defeated this ""invincible"" fleet of ships",Spanish Armada
"The cape buffalo uses its horns to defend itself, & a warthog uses these",Tusks
"Established in 1942, it's the worldwide broadcasting division of the U.S. government",Voice of America
Poet & novelist James Dickey was once poetry consultant to this national library,Library of Congress
"One thousand years ago, more than 1/3 of this European country's land was underwater",Netherlands/Holland
"In 1881 she founded the Massachusetts Metaphysical College, a school for Christian Science",Mary Baker Eddy
16th century Flemish scientist Andreas Vesalius is considered the father of this branch of biology,Anatomy
World Book calls this common tree dweller the smartest rodent,Squirrel
The packaging of atomic materials is under the jurisdiction of this agency,Nuclear Regulatory Commission
"She left the Atlanta Journal in 1926 after injuring her ankle, & spent the next ten years writing a novel",Margaret Mitchell
"This country's coat of arms features a two-tailed lion, the symbol of the historic Bohemian kingdom",Czechoslovakia
"Elijah Muhammad, formerly Elijah Poole, was the leader of this movement from 1934 to 1975",Black Muslims
In 1522 he became the first captain-general of New Spain,Hernando Cortes
The highly vascular fine-haired skin on a deer's antlers is called this,Velvet
In July 1989 Richard H. Truly succeeded James C. Fletcher as administrator of this agency,NASA
"This author of ""God's Little Acre"" was the son of a missionary who ministered to sharecroppers",Erskine Caldwell
This small country extends farther north than any other country in Africa,Tunisia
"In Britain, the Methodists' formal break with the Church of England came after the death of this founder",John Wesley
This cardinal's downfall began when he couldn't get an annulment for Henry VIII,Cardinal Thomas Wolsey
The opposite of hibernate; lungfish & some snails do it,Estivate (sleep during the summer)
"The Merchant Marine Academy in Kings Point, New York is administered by this cabinet department",Department of Transportation
"The film of her novel, ""Reflections in a Golden Eye"", was released shortly after her death in 1967",Carson McCullers
Panama is bordered by these two countries,Colombia & Costa Rica
He was the founder & first general of The Salvation Army,William Booth
Michelangelo worked on the Sistine Chapel while this artist was painting the walls in the Pope's apartments,Raphael
Either of the smallest or largest types of monkey whose names both begin with the letter M,Marmosets or mandrills
More writings of this orator survive than of any other Latin author,Cicero
"This general eventually won the Civil War, toppling the elected Spanish government",Franco
"Elvis Presley: ""You ain't never caught a rabbit""","""Hound Dog"""
"Cat in the Hat Day, March 2",Dr. Seuss
Term for the strings of tubular shell beads used by Native Americans in lieu of money,wampum
"Nyuk, nyuk, nyuk!  It's Missouri's U.S. postal abbreviation",MO
A Vegas chorus line dancer,a showgirl
These 2 Axis powers backed & supplied the rebel Fascist revolt,Germany & Italy
"The Beatles: ""Goo goo g'joob""","""I Am The Walrus"""
"Take a Walk on the Moon Day, August 5",Neil Armstrong
"Dating to the 600s B.C., the first Western coins were made of electrum, an alloy of gold & 20 percent this stuff",silver
"Check it out! His presidential library is in Independence, Missouri",Harry Truman
A river steamer equipped with a theater & an acting troupe,a showboat
"Supporters of the government were known as Loyalists or as these, also an American political party",Republicans
"Elton John: ""Me and Suzie had so much fun, holding hands and skimming stones""","""Crocodile Rock"""
"Thesaurus Day, January 18",(Peter) Roget
"The earliest coins of ancient Britain were made of speculum, this alloy containing 20 percent tin",bronze
"Here's the scoop: popularized at the 1904 St. Louis World's Fair, it's Missouri's state dessert",the ice cream cone
"A minor attraction that is part of a larger one, like at a circus or carnival",a sideshow
The Civil War ended in March 1939 when Fascist forces finally succeeded in taking this city,Madrid
"Harry Chapin: ""Little Boy Blue and the Man in the Moon.  When ya comin' home, dad?""","""Cat's In The Cradle"""
"Gravity Day, December 25",Isaac Newton
"""Pecuniary"" comes from this language's pecu, meaning ""herd"", as livestock were long used as a means of exchange",Latin
"The seat of Greene County, Springfield, Missouri is found in the foothills of these mountains",the Ozarks
"""Level"" term for a series of entertainments presented at a nightclub",a floor show
"Many areas were indiscriminately bombed & destroyed, like this town seen in a famous 1937 painting",Guernica
"The Tokens: ""Wimoweh, wimoweh , wimoweh, wimoweh, in the jungle, the mighty jungle""","""The Lion Sleeps Tonight"""
"National Handwriting Day, January 23",John Hancock
"Large stone disks were once used as money on the Yap Islands, part of the Federated States of this ""tiny"" country",Micronesia
"This ""saintly"" Missouri city was the eastern terminus of the Pony Express",St. Joseph
Bring grandma's old piece of junk to this highest-rated PBS TV show & find out if it's really worth $1 million,Antiques Roadshow
"It was during this war against the British that naval captain James Lawrence said, ""Don't give up the ship""",the War of 1812
"God in ""Oh, God!""",George Burns
"This NYC borough's museum created such a ""sensation"" that mayor Giuliani tried to cut off its funding",the Brooklyn Museum
"In song it's ""a drink with jam and bread""",tea
III cubed,XXVII
"(Alex reports from the Galapagos Islands, Ecuador.)  Many giant tortoise subspecies in the Galapagos are named for the islands on which they are found, like these beauties here on this fertile island whose name is Spanish for ""holy cross""",Santa Cruz
"More than 1,000 feet long, the USS John F, Kennedy is one of these large ships",an aircraft carrier
"African prince Akeem in ""Coming to America""",Eddie Murphy
State where you'll find the Museum of Indian Arts & Culture & the International UFO Museum & research center,New Mexico
To a TV actor it's this type of card with the dialogue written on it,a cue
The square root of LXIV,VIII
"(Alex reports from the Galapagos Islands, Ecuador.) The largest animal in the island lives in a harem--1 bull, about 30 cows & their babies; now, often mistaken for seals, they have external ears, which means they are these creatures",sea lions
In 1983 the ship called the Rainbow this tried to get evidence of the Soviets making illegal use of whale meat,Warrior
"George Banks, the ""Father of the Bride"" in the 1991 remake",Steve Martin
"Famed architect Philip Johnson called this man's Bilbao museum ""the greatest building of our time""",Frank Gehry
A yes vote,aye
VI squared,XXXVI
"(Alex reports from the Galapagos Islands, Ecuador.) One of three varieties found in the Galapagos, the blue-footed type of this bird really stands out against the drab rocks",booby
An ancient province that included Portugal shares its name with this ship torpedoed in 1915,Lusitania
Popeye in the 1980 film,Robin Williams
"When you visit the Chinese city Hohhot, see cultural relics at the museum devoted to Inner this region",Mongolia
"Now prized for cabinetwork, this tree's wood was used by British archers in the Middle Ages for longbows",yew
LII plus XV,LXVII
"(Alex reports from the Galapagos Islands, Ecuador.)  Contending with cold water & hot land, the Galapagos penguin is the only species to occur north of this line, the midpoint of the Tropics",the equator
"Made famous in a 1975 John Denver song & in documentaries, it was originally a Minesweeper built for the Royal Navy",Jacques Cousteau's Calypso
"Chester Lee, a girl's soccer coach in ""Ladybugs""",Rodney Dangerfield
The national Underground Railroad freedom center & the Great Lakes science center are in this state,Ohio
It follows Tappan in a New York State place name,Zee
XL times V,CC
"(Alex reports from the Galapagos Islands, Ecuador.)  The keel of the breastbone, where strong wing muscles would attach, is reduced on the flightless one of these; with no predators, in an isolated environment, it has become earthbound",the cormorant
His collection of books suffered disastrous fires at the home called Shadwell in 1770 & at the Library of Congress in 1851,Thomas Jefferson
"It can refer to the birth of Christ, his second coming or the 4 Sundays before Christmas",Advent
"""The Flintstones"" was modeled on this Jackie Gleason series",The Honeymooners
Hello out there...in 1969 this president placed the first telephone call to the moon,Richard Nixon
"Professor Bhaer in her book ""Little Women"" was partly based on Ralph Waldo Emerson",Louisa May Alcott
Dorothy's doggie (4),Toto
Zoologically minded watchers don't like us accepting this more general term as a synonym for antlers,Horns
"The 7 virtues are temperance, fortitude, justice, prudence & this trio","Faith, hope & charity"
"In the 1993 primetime special ""I Yabba-Dabba Do!"", these 2 kids got married",Pebbles & Bamm-Bamm
In 1930 Ellen Church was flying high as the first woman to serve the airlines in this capacity,Stewardess
"During one year, 1802, Wordsworth wrote 3 poems about this beautiful winged insect",Butterfly
"Surf's partner,  on a menu (4)",Turf
Some viewers objected when we ascribed this title to Indian leaders Geronimo & Tecumseh,Chief
"On his visit to this city on January 22, 1999 John Paul II toured around in his ""Papabus""",Mexico City
"In 1996, after years of exclusion & a national vote, she joined the rest of the gang as a Flintstone vitamin",Betty Rubble
"Tired of carrying 2 pairs of glasses around, Benjamin Franklin invented these",Bifocals
"The poems of Scotland's Robert Fergusson, who died insane at age 24, influenced this ""Tam O'Shanter"" poet",Robert Burns
"Bow, or bolo (3)",Tie
This relative of John King of the Dust Brothers production duo says we confused them with the Chemical Bros.,His mom
You can assume correctly it is this person's assumption that is celebrated each August 15,Virgin Mary
"""The Flintstones"" theme is based on the chord changes of this song; ""Who Could Ask for Anything More?""","""I Got Rhythm"""
"Mickey Mouse found his voice in this 1928 cartoon, the first to feature synchronized sound",Steamboat Willie
"She set her 1931 novel ""Shadows on the Rock"" in Quebec, not in Nebraska",Willa Cather
Saltwater sweet (5),Taffy
"Penitence was demanded when a Final Jeopardy! called Ash Wednesday this type of religious ""day""",Holy day
"Some consider cherubim the second order of angels, just below these",Seraphim
"2 Stone Age movie heartthrobs were Stoney Curtis & this suave star, perhaps born Archiboulder Leach",Cary Granite
"A member of Congress from 1940 to 1973, this Down Easter was the first woman to serve in the House & Senate",Margaret Chase Smith
"Alfred Venison was a pseudonym of this ""Cantos"" poet (is that 16 ounces of Venison?)",Ezra Pound
Hitchhiking essential (5),Thumb
This entertainer informs us sources are wrong in saying his sister-in-law Audrey Meadows was born in China,Steve Allen
Windemere is the largest lake in this country's Lake District,England
"As a child, future studio executive Jon Peters appeared as a boy on a donkey crossing this sea",Red Sea
"This ""Yankee Doodle Dandy"" composer was actually born on July 3 in 1878",George M. Cohan
"Assimilate, like a sponge",Absorb
The Greek god Hephaestus is usually identified with this Roman god,Vulcan
Howard Schultz made this chain ubiquitous in the U.S. after having an epiphany over espresso,Starbucks
Baku in Azerbaijan & Astrakhan in Russia are ports on this sturgeon-filled sea,Caspian Sea
Actor Henry Wilcoxon said this director of the film cast himself as the voice of God -- who better?,Cecil B. DeMille
"This July 3-born British playwright co-wrote the award-winning script for ""Shakespeare in Love""",Tom Stoppard
"One of the grammatical parts of speech, this can modify another one of its type",Adverb
Friday is named for this Norse goddess who was the mother of Balder & the wife of Odin,Freya
"President Harry Cunningham opened this ""K"" company's first K Mart in Michigan in 1962",Kresge
"A 1795 land fraud case concerned land near the Yazoo, a tributary of this American river",Mississippi River
"Carl Switzer, who had a bit role as a slave, is best known as this ""Little Rascal""",Alfalfa
"Born July 3, 1883 in Prague, this author died after a ""Trial"" with TB in an Austrian sanitarium June 3, 1924",Franz Kafka
"Only 3 letters long, it's a long white robe worn by priests",Alb
Rise & shine for this Roman goddess of the dawn,Aurora
One letter was changed in this tycoon's last name to get the company name Revlon,Charles Revson
This bay separating Nova Scotia & New Brunswick has high tides of up to 70 feet,Bay of Fundy
"Born July 3, 1951, at age 19 he became his country's ""President for Life"": why, he was just a ""Baby""",Jean-Claude Duvalier
Something done with poise & assurance is done with this,Aplomb
"The daughter of Geb & Nut, this Egyptian goddess was the sister-wife of Osiris",Isis
In the 1880s Marcus Goldman was joined by this son-in-law & an investment banking giant was born,Samuel Sachs
"The Weddell Sea, bordering this continent, was named for James Weddell, who charted it in 1823",Antarctica
"About 200 years before ""Jaws"", this painter, born July 3, 1738, terrified viewers with the following (""Watson and the Shark"")",John Singleton Copley
"Sweetie, darling, it's the nickname of that British series featuring Edina & Patsy",Ab Fab
The Thuggees worshipped this evil wife of the Hindu god Shiva,Kali
Chemical engineer Roberto Goizueta fled Cuba & ended up as CEO of this Atlanta-based company,Coca-Cola
"The lyricist of the song ""That's America to Me"" adopted the 2 brothers with this last name, orphaned in 1953",Rosenberg
"On March 5, 1770 British troops serving in the American colonies were involved in this infamous incident",the Boston Massacre
"In 2007, the 100th anniversary of the founding of boy scouting was celebrated in this country where it began",England
