Question,Answer
"He dedicated his bestseller ""The Rainmaker"" ""To American Trial Lawyers""",John Grisham
This civilization flourished on Crete beginning around 1900 B.C.,Minoan
"In 1910 ""The Pipe of Desire"" became the 1st American opera performed at this American opera house",The Metropolitan
The Golden Gate of Yaroslav the Wise can be seen in this largest city in the Ukraine,Kiev
This PBS late night talk show host previously worked for Bill Moyers on 3 series,Charlie Rose
"This Hanover, New Hampshire college was established in 1770 when Eleazer Wheelock erected a single log hut",Dartmouth
"Newsweek's Joe Klein turned out to be the ""Anonymous"" author of this 1996 ""Novel of Politics""","""Primary Colors"""
This plain northeast of Athens was the site of the Athenians' victory over the Persian army in 490 B.C.,Marathon
A fado is a type of melancholy song closely associated with this European capital,Lisbon
You can find the Wilhelmina Mountains in this South American country,Suriname (formerly Dutch Guyana)
In 1989 Daniel Arap Moi named this paleo-anthropologist head of the Kenya Wildlife Service,Richard Leakey
"This De Land, Florida university is named for a 19th century Philadelphia hat maker",Stetson
Betty J. Eadie touched many lives with this 1992 mega-bestseller about her near-death experience,"""Embraced By The Light"""
"In a 1940 eulogy of this man, Churchill spoke of his ""Love of peace....Toil for peace....Strife for peace""",Neville Chamberlain
The evocatively named sticktight is one of these pet-tormenting parasites,a flea
"1939: ""I'll get you, my pretty, and your little dog, too!""",The Wizard of Oz
"Rhode Island is nicknamed ""Little Rhody"", & this state is ""Little Ida""",Idaho
"(Sarah of the Clue Crew reports from Harley-Davidson in Wisconsin.)  This very first Harley from 1903 had a production run of 3; 3 was also the number of these units it put out, while today's bikes are often 125",horsepower
"One of the most famous fictional crimesolvers ever, he also played the violin & used cocaine",Sherlock Holmes
"In city names, they can be Grand or Cedar",Rapids
The Colorado type of this plentiful insect is the terror of potato growers,the potato beetle
"1933: ""Oh, no.  It wasn't the airplanes.  It was Beauty killed the Beast""",King Kong
The fabulous Hawaiian estate of heiress Doris Duke is now a tourist attraction near Diamond Head on this island,Oahu
"The 1960 ""Topper"" was Harley's version of this type of bike made by Italian companies like Vespa",a scooter
About 63% of the people in U.S. federal prisons are there on offenses relating to these,drugs
"A natural, friendly liking for someone based on mutual trust",rapport
The Viceroy butterfly does its best to look like this bad-tasting butterfly,the monarch
"1976: ""I'm as mad as hell, and I'm not going to take this anymore!""",Network
"This Chicago cemetery is the final resting place of Mies van der Rohe, but not--despite its name--of Elvis",Graceland
"(Kelly of the Clue Crew reports from Harley-Davidson in Wisconsin.) The 1990 ""Fat Boy"" featured in ""Terminator 2"" is a fitting model whose bikes go by this famous nickname","""Hogs"""
"In the film ""Bugsy"" Ben Kingsley played this Jewish syndicate leader & founder of Murder, Inc.",Meyer Lansky
Toronto pro team,the Raptors
"Some solitary ones make their nests out of mud; social ones, usually from paper",wasps
"1989: ""I'll have what she's having""",When Harry Met Sally...
You don't have to be in spitting distance to know that N.C. has 3 official festivals; 2 of them honor this fruit,the watermelon
In 1980 Harley released a bike named for this Black Hills Motorcycle Rally site,Sturgis (South Dakota)
"Hanged in 1912, Thomas Jennings was the USA's first criminal convicted using this evidence unique to each of us",fingerprints
"""I'm Not"" this guy in a Tony Award-winning play from 1986",Rappaport
A mosquito at this life stage is called a wriggler,a larva
"1967: ""They call me Mr. Tibbs!""",In the Heat of the Night
"Love was in the air in 1969 when this state adopted the tourism slogan that says it ""is for lovers""",Virginia
"(Jimmy of the Clue Crew reports from Harley-Davidson in Wisconsin.) This is a World War I-era Harley, like the ones this general's forces rode in pursuit of Pancho Villa",Pershing
"On Sept. 26, 1933 he dropped his namesake gun & told the police, ""I've been waiting all night for you""","""Machine Gun"" Kelly"
This archaic term for a mischievous or annoying child can also mean a rogue or scamp,a rapscallion
In 1961 this country's P.W. Botha assumed his first cabinet position--Minister of Coloured Affairs,South Africa
This actor married Ms. Taylor in 1964 (& was divorced from her in 1974),Richard Burton
"Cairo, Copenhagen, Canberra",Copenhagen
"Sho' nuff!  He's the American author & cartoonist best known for ""Li'l Abner""",(Al) Capp
In the 1600s Basho wrote a famous hard-to-translate haiku about this creature jumping into a pond,a frog
"If you're schussing around on these, remember that their name comes from old Norse for ""sticks""",skis
"Though his Fatah party lost in 2006 Palestinian elections, he remained president",Abbas
This actor married Ms. Taylor in 1975 (& was divorced from her in 1976),Richard Burton
"Brasilia, Bogota, Buenos Aires",Bogota
"He wrote the immortal words ""he took his Vorpal sword in hand: long time the manxome foe he sought""",(Lewis) Carroll
The infamous Lowood School in this novel was based on a real school that Charlotte Bronte attended at age 8,Jane Eyre
"The minute you walked in the joint, you knew the name of this body part was from the old English ""elnboga""",elbow
In 1984 Louis Gossett Jr. was nominated for an Emmy for his portrayal of this assassinated Egyptian leader,Sadat
"Paul Simon's ex-father-in-law, he co-starred with Elizabeth in ""BUtterfield 8""",Eddie Fisher
"Wellington, Warsaw, Washington, D.C.",Warsaw
"This turn-of-the-century magician's instruction manual for witches is known as ""The Book of Shadows""",(Aleister) Crowley
"This Jane Austen novel begins, ""The family of Dashwood had been long settled in Sussex""",Sense and Sensibility
It's no Greek myth: this big South American bird was probably named for the wife of Cronus,the rhea
Nana Sahib was an important leader of these rebels in 1857 India,the Sepoys
He was first elected as a Virginia senator in 1978,John Warner
"Oslo, Ottawa, Osmara",Oslo
"While in the service of Spain in 1542, this Portuguese explorer discovered California",Juan Rodriguez Cabrillo
"After Christian's death in an 1897 drama, this title character still acts as a platonic friend to the widow",Cyrano de Bergerac
This word for what one often does to red wine before serving comes from a Latin word for an iron ring,decant
Indonesia's President Sukarno was the father of this woman who also became president of Indonesia,Megawarti Sukarnoputri
"Married in 1991, this construction worker... aw heck, either you know this guy or you don't",Fortensky
"Bridgetown, Brussels, Belmopan",Brussels
"On July 18, 1938 he was questioned by police after a 28-hour, 13-minute airplane flight","""Wrong Way"" Corrigan"
"Tolstoy wrote this character's ""life had been most simple and most ordinary and therefore most terrible""",Ivan Ilyich
"The name of this greenish patina that forms on copper comes from Old French for ""green of Greece""",verdigris
"When Alexander Hamilton & James Monroe nearly met in a duel, this man interceded & defused the situation",Aaron Burr
"In February 1962 millions of Americans tuned in to watch her TV ""Tour of the White House""",(Jackie) Kennedy
"To savor the taste of, like a certain hot dog topping",relish
No. 1: This Maryland town that's home to a naval hospital,Bethesda
"...of ""Little Men""",(Louisa May) Alcott
"Horton heard that ""Read Across America Day"", March 2, coincides with the birthday of this children's author",Dr. Seuss
"(Sarah reports from backstage at the Metropolitan Opera in New York.)  The great soprano Deborah Voigt wears this costume in the Met's 2011 production of this Wagner opera, in which she plays the title role",Die Walkure (The Valkyrie)
"Only 6 rooms were finished when she moved in in 1800, & she ended up using the East Room to hang laundry",Abigail Adams
"To thwart someone's plans is ""to cook"" this web-footed bird",his goose
"No. 12: You'll find some southern Ph.D.'s here, 10 miles from Durham & 25 from Raleigh",Chapel Hill
"...of ""Metaphysics"" in the 300s B.C.",Aristotle
"Britannica says this animal observed on Feb. 2 is ""basically a giant North American ground squirrel""",a groundhog
"(Sarah reports from backstage at the Metropolitan Opera in New York.)  Now what opera might feature dancing bears?  ""The Magic Flute"", when staged at the Met by this director, famed for her Broadway version of ""The Lion King""",Julie Taymor
"After her husband suffered a stroke in 1919, any requests to see him or communicate with him had to go through her first",Edith Wilson
This food staple is paired with circuses to mean extravagant entertainment to appease the masses,bread
"No. 15: This Pennsylvania town that's also known for some football, Nittany Lions style",State College
...of a poem she read at Clinton's first inauguration,(Maya) Angelou
"Casimir Pulaski Day, the first Monday in March, celebrates a Revolutionary War hero born in this country",Poland
"(Jimmy reports from backstage at the Metropolitan Opera in New York.)  Here in the scenic shop, we're hammering away at the items that are used onstage in this number performed by the Gypsies in ""Il trovatore""","the ""Anvil Chorus"""
The woman enjoying her grandkids in the White House movie theater isn't any old granny--she's this First Lady,Mamie Eisenhower
"Joyce's ""Ulysses"" includes a version of this ""sweet"" proverb about using something up & still having it to enjoy","""You can't have your cake and eat it, too"""
No. 2: This Boston suburb that's home to one of the Seven Sisters,Wellesley
"...of the ancient Greek comedy ""Clouds""",Aristophanes
Daisy Gatson Bates Day in this state celebrates a civil rights activist who helped integrate Little Rock's schools,Arkansas
"(Jimmy reports from backstage at the Metropolitan Opera in New York.)  Backstage at the Met, you can find sets for operas by Verdi, Mozart & Puccini, who begins this opera in a Latin quarter garret  ""O, Mimi, tu pi...""",La bohème
She actually served wine at an 1877 White House dinner before the ban on alcohol went into effect,"""Lemonade"" Lucy Hayes"
"(Kelly of the Clue Crew shows a map of recent earthquakes around the San Andreas Fault on the monitor.)  A Japanese seismologist saw a possible circular earthquake pattern that could build up to one very large quake, in the hole in what's called the Mogi this, like a bakery treat",a doughnut
"...of 1980's ""The Clan of the Cave Bear""",(Jean) Auel
"Seward's Day, the last Monday in March, is one of this state's holidays",Alaska
"(Sarah reports from backstage at the Metropolitan Opera in New York.)  The jewelry here was worn by Elisabeth Rethberg, portraying this Verdi slave girl, a role in which she made both her 1922 met debut & her 1942 farewell",Aida
Earl Warren was the first 3-term governor of California & was this man's running mate on a 1948 ticket,(Thomas) Dewey
"The logical choice was to cast this comic actor as Arnold's brother in ""Twins""",(Danny) DeVito
"The wingspan of the California this can be nearly 10 feet; instead of giving it an E for endangered, it gets a gentleman's ""C""",a condor
"A part of a .45, or last name of Mike in Mickey Spillane's ""My Gun Is Quick""",Hammer
"Seen here, the brown four-eyed one of these critters is the only large American marsupial that lacks a pouch",an opossum
"From the Latin for ""war"" comes this adjective meaning ""ready to fight""",bellicose
"President of the Central Pacific Railroad, he was governor from 1862 to 1863 & later opened a university",(Leland) Stanford
"The few lines that Arnold mouthed in ""Conan the Barbarian"" were written by John Milius & this ""Wall Street"" director",Oliver Stone
"The red-winged this gets a ""B"" for its ""konk-ka-reee"" song; Mr. McCartney heard it ""singing in the dead of night""",a blackbird
"In a James Bond novel, Francisco ""Pistols"" Scaramanga is also known as ""The Man with"" this",the Golden Gun
"This record-setting athlete is a member of the halls of fame for college football, pro football & lacrosse, too",Jim Brown
"This ""avian"" word refers to those advocating conflict",hawks (war hawks accepted)
Dr. George Pardee was elected governor in 1902 in part to eradicate this rat-borne illness in San Francisco,the plague
"Arnold used the last name ""Strong"" when portraying this demigod ""in New York""",Hercules
"The St. Andreasburg type of this bird is noted for its singing; be the ""cat who swallowed"" one & earn a ""C""",a canary
"In a 1939 Dalton Trumbo novel, he ""Got his Gun"" & got badly wounded",Johnny
"The 2 main types of mustard seed are yellow, from the Mediterranean region, & brown, from these lofty Asian mountains",the Himalayas
"From the Greek for ""fist"" comes this adjective used to describe boxers, & perhaps some little dogs...",pugnacious
"Frank Merriam didn't suffer from ""Jungle"" fever after beating this novelist in the 1934 gubernatorial race",Upton Sinclair
"In ""The Running Man"", Arnold feuded with this British game show host",Richard Dawson
"""The Gun"" is a tale of the Napoleonic Wars by C.S. Forester, creator of this sea captain who also fights Napoleon",Horatio Hornblower
"Before his time at No. 10 Downing Street, he won election in 1983 as the MP for Dunfermline East",Gordon Brown
This warlike word is a homophone for a residence for youths abroad,hostel
In 1982 George Deukmejian beat this L.A. mayor to win the office,Tom Bradley
"Arnold reteamed with this innovative director for 1994's ""True Lies""",James Cameron
"A big-fifty Sharps & a sawed-off 12-gauge show up in chapter 1 of ""Gunsights"" by this author of ""Get Shorty""",Elmore Leonard
"This American playwright's 1926 work ""The Great God Brown"" was significant for its symbolic use of masks",Eugene O'Neill
"The first 7 letters of this word meaning ""quarrelsome"" spell a word meaning satisfied",contentious
"After Alaska, it's the largest state in area without a Major League Baseball team",Montana
"The Art Institute of Chicago is guarded by 2 of these beasts (bronze ones, not real ones)",lions
You might want to take a water taxi to this city's Piazza San Marco but--mamma mia!--it can be pricey,Venice
"This common name for a cow is also an adjective that means ""overly authoritative""",Bossy
"""I have given up newspapers... for Tacitus and Thucydides... and I find myself much the happier"", said this U.S. pres.",Thomas Jefferson
Nestle introduced this drink product in 1948 to compete with Ovaltine,Quik
"John Lithgow & Norbert Leo Butz conned their way onto Broadway as the title rogues in ""Dirty Rotten"" these",Scoundrels
"In 2005, a search for ""Chicago's Fairest Colleen"" chose Bridget McLaughlin to reign over this parade",the St. Patrick's Day parade
"Even when you think it's too expensive, the price you pay to ride in a cab is called by this homophone",a fare
"If cows went surfing, they'd probably yell this 9-letter word that starts with ""cow"", dude",cowabunga
"He had the ""Common Sense"" to idolize Ben Franklin, who encouraged his move to America in 1774",Tom Paine
Elizabeth Hooton was one of the first female preachers of this religious group,the Quakers
Tim Curry & David Hyde Pierce star in this Monty Python inspired show,Spamalot
Untouchable Tours visits such sanguineous spots as the site of this February 1929 event,the Valentine's Day Massacre
"Often seen in Central Park, this conveyance gets part of its name from the Latin word for ""foot""",a pedicab
"In the theme song of this classic TV Western, Frankie Laine sang, ""Head 'em up, move 'em on""",Rawhide
"Since childhood, this author of ""I Am Charlotte Simmons"" has been a huge fan of a book called ""Honey Bear""",(Tom) Wolfe
"This luxury liner moored in Long Beach, Calif. is said to be haunted by a mysterious woman in white",the Queen Mary
"(Sarah of the Clue Crew reads from the Gershwin Theatre in New York: ""I'm on the Broadway set of Wicked."")  In 2004, this young actress defied gravity & flew off with a Tony award for her performance as a witch in ""Wicked""",Idina Menzel
"Shoppers adore ""The Magnificent Mile"", the north part of this avenue",Michigan
Cab drivers came to be called hacks because of this old word for a coach for hire,hackney
Range Riders Ranch in this state offers a cattle drive vacation along the old Bozeman Trail,Montana
"This ""Jude the Obscure"" author admired Browning but was said to be too shy to meet him",Thomas Hardy
He was Norway's minister of defense from 1931 to 1933,Quisling
"An off-Broadway hit in 1987 & then a film, this play set in a Louisiana beauty parlor finally blossomed on B'way in 2005",Steel Magnolias
At Shedd Aquarium these white whales are such good vocalizers that you may feel they're talking to you,belugas
"""Cab"" is a shortened form of this 4-syllable French word for a light one-horse carriage",cabriolet
"By definition, cattle that are described as ""polled"" lack these",horns
This Scot's famous 1840s lectures on heroes & hero worship featured Odin & Rousseau,Carlyle
"When medium-sized, these hard clams are marketed as cherrystones",quahogs
"(Sarah of the Clue Crew reads from the Golden Theatre in New York with a special friend.)  In the Broadway hit ""Avenue Q"", Nicky here sings about this German word that means happiness at the misfortune of others",Schadenfreude
1-word name of the brain disease marked by delusions that's the largest cause of admission to mental hospitals,schizophrenia
"As fun-loving businessman Thornton Melon, Rodney returned to college to help out his son in this comedy",Back to School
"The Treaty of Paris, 1783",the American Revolution
"This name of a ""Sound of Music"" actor has the same origin as the job of fixing pipes",(Christopher) Plummer
The largest city by population is this capital with about 35 million,Tokyo
"Abbreviated Mlle, it's the French equivalent of Miss",mademoiselle
"Giving a treat to a rat after it presses a bar is this type of ""reinforcement""",positive
"In ""Ladybugs"", a flustered Rodney coached a girls' team in this sport",soccer
"The Treaty of Paris, 1856",the Crimean War
This one-syllable bookish-sounding name goes back to young attendants of lords,Page
In Turkish this capital is known as known as Lefkosa; in Greek it's known as Levkosia,Nicosia
Postal abbreviation of the state whose largest city is Burlington,VT
"Psychologist Carl Rogers favored this word over ""patient""; perhaps he counted his billable hours",client
"In a rare dramatic turn, Rodney starred as an abusive father in this film about a murderous couple",Natural Born Killers
"The Treaty of Paris, 1763",the French and Indian War
This common English last name indicates an ancestor who rounded wood on a lathe,Turner
"Founded in the 13th century, it's the capital & largest city of Laos",Vientiane
"In Internet addresses, zw stands for this country",Zimbabwe
"In the mind, it's coming to associate a behavior with a stimulus; in the body, it helps you get in shape",conditioning
"Rodney's real last name, it means ""priest"" in Hebrew",Cohen
"The Treaty of Portsmouth, 1905",the Russo-Japanese War
"Schneider is German for this professional, & a Schneiderpuppe is his dummy",a tailor
"No longer Alma-Ata, the capital city of this central Asian country is now Astana",Kazakhstan
4-letter abbreviation for the agency that investigates all the USA's civil aviation accidents,the NTSB
"Behaviorist Clark Hull reduced motivations to needs like hunger, which he gave this ""transporting"" term",drives
"Popular comedians helped along by Rodney include Jerry Seinfeld, Jim Carrey, Tim Allen & this late ex-preacher",Sam Kinison
"The Treaty of Frankfurt, 1871",the Franco-Prussian War
This name of a great opera composer could be anglicized as Wainwright,Wagner
"Situated on the Hrazdan River, this Armenian capital city is a mere 14 miles from the border with Turkey",Yerevan
"TVP, which stands for this, is a soybean product used as a food extender & is often used in faux hot dogs",textured vegetable protein
"A top member of the Reagan Cabinet, he was also Labor Secretary & Treasury Secretary under Richard Nixon",George Shultz
This New York capital was once known as Beverwyck,Albany
"It's the 1997 sequel to 1981's ""An American Werewolf in London""",An American Werewolf in Paris
"On April 14, 1927 this company's first car came off its Gothenburg, Sweden assembly line",Volvo
The monkey-eating species of this bird lives in the Philippines; the bald species lives in the U.S.,the eagle
It's a group of convicts linked together for outdoor labor,a chain gang
"The title of a 1958 Connie Francis song calls this love god ""stupid""",Cupid
In 1982 Alaskans rejected a proposal that would have made Willow the capital instead of this city,Juneau
"His 1997 film ""Jackie Brown"" was the first full feature film he's directed since ""Pulp Fiction""",Quentin Tarantino
This brand of water comes from a natural spring in Vergeze,Perrier
These birds range in size from the 1-foot blue to the 4-foot emperor,the penguin
"Used for flogging, it's a whip with 9 knotted cords fastened to a handle",Cat o' Nine Tails
"If you didn't show up for a blind date, you have these kind of ""feet""",cold feet
"In hopes that Germany would help finance its railroad, North Dakota named its capital this",Bismarck
"2 of the 3 James Bond movies with ""Gold"" in the title","(2 of) GoldenEye, Goldfinger & The Man with the Golden Gun"
"In 1900, this Japanese company began production of its upright pianos; in 1954, its motorcycles",Yamaha
Group of mammals seen here:  [like Timon in The Lion King],meerkats
"The group who sang the 1980 hit heard here:  [""Whip It""]",Devo
"From an old word for ""cape"", it's an older person who, for propriety's sake, accompanies young unmarrieds",a chaperone
"Bulit in 1610, the Spanish Palace of Governors in this southwest capital is now a museum",Santa Fe
"(Hi, I'm Jane Curtin.)  For this 1993 film I reprised my role as parental unit Prymaat",Coneheads
"For 177 years, until 1936, Guinness brewed all of its stout in this city",Dublin
"It has webbed, padded toes & can drink over 20 gallons of water in a single drink",the camel
House leadership position held by Republican congressman Tom DeLay at the start of 1997,majority whip
The youngest daughter of King Lear; the only one who really loved him,Cordelia
"It's ""The Birthplace of Dixie""","Montgomery, Alabama"
He played the absent-minded professor who invented Flubber in the original 1961 film,Fred MacMurray
Guiliana & Luciano's United Colors Company,Benetton
"This land animal can weigh more than 8,000 pounds & can open its immense jaws 150 degrees",the hippopotamus
"Flexible armor composed of small, overlapping metal rings",chain mail
"Italian for ""with love"", it's the musical direction to play or sing lovingly",con amore
It's the theoretical cosmic explosion that marked the origin of the universe,The Big Bang Theory
"A brand name, it's become a synonym for a photocopy",Xerox
"A swimsuit wasn't required during a call-in vote to this pageant in 1996 when viewers were the ""8th Judge""",Miss America
"It ""Catches the worm""",The early bird
Act 2 of this farce finds Algernon Moncrieff earnestly pretending to be Ernest Worthing,The Importance of Being Earnest
"Make Way!  Modern science has revealed that this planet travels around the sun at about 68,000 MPH",Earth
"It was a party when Lenin & his followers formed this ""majority"" party in 1903",Bolsheviks
"Second name of St. Francis, known as the ""Apostle of the Indies""",Xavier
"Paul Newman played this folk hero who was the only law ""West of the Pecos""",Judge Roy Bean
"There's not only one ""to every rule"", it also ""proves the rule""",Exception
"Act 1 of this play introduces Juror No. 8, the man who convinces the other 11 to re-examine the evidence",12 Angry Men
In 1962 Rachel Carson revealed the dangers of toxic pollution to a mass audience in this book,Silent Spring
"He went ""Big Time"" & was replaced by Phil Collins as lead singer of Genesis",Peter Gabriel
It's the 4-letter spelling of the shortened form of Christmas; many Christians frown on it,Xmas
She was the first Olympic gymnast to receive a perfect 10 from the judges,Nadia Comaneci
"A variation of this pony proverb says ""You may force a man to shut his eyes, but you can't make him sleep""","""You can lead a horse to water, but you can't make him drink"""
"In Act 1 of this play, Happy complains to Biff about their father's driving",Death Of A Salesman
Using one of these test strips will reveal the acidity & alkalinity of a solution on a scale from 1 to 14,Litmus paper
"The daughter of Eleanor & Ananias, she was the first English child born in the New World",Virginia Dare
Back Off!  I've got this irrational fear of strangers,Xenophobia
The 15 judges of this court are the main judicial body of the U.N.,World Court
"George Bernard Shaw was the first to observe that ""He who can does; he who cannot"" does this",Teach
"In act 3 of this Ionesco work, Berenger's ladylove Daisy runs off to join a pack of horned pachyderms",Rhinoceros
This German's excavations of Troy in the 1870s revealed the Homeric legends were not completely a myth,Heinrich Schliemann
"His 12-volume ""A Study Of History"" probed the genesis, growth & decline of the world's great civilizations",Arnold Toynbee
It's the alphabetical name for the troubling 1790s incident involving French agents,XYZ Affair
Judges give out the Golden Lion Award at this European film festival; hope it can swim,Venice
"The saying ""There is nothing new under the sun"" is a variation of a proverb in this Old Testament book",Ecclesiastes
"Finally in act 2, Dr. Dysart solves the riddle of the blinded horses in this Peter Shaffer masterpiece",Equus
"Greek for ""heat writing"", this technique reveals abnormal tissue growth by studying temperature",Thermography
"It was refloated, towed to Matauri Bay & sunk there Dec. 12, 1987, with full Maori ceremony",The Rainbow Warrior (of Greenpeace)
"The main harbor on Tobago has a huge port for these, so come on, Mabel, let's get off & see the town",cruise ships
In 2010 he became the second Emmitt in the Pro Football Hall of Fame,Smith
This comedian known for entertaining the troops was honored with a stamp in 2009,Bob Hope
"To build this Inuit structure, begin harvesting blocks of hard-packed snow about 3' long, 15"" high & 8"" deep",an igloo
The parathyroid glands regulate this element essential to bone health,calcium
"Steal from ""Peter to pay Paul""",rob
"Parang, a style of music with songs called anunciacions & nacimientos, is popular at this time of the year",Christmas
"Martina Navratilova ended up ahead in the rivalry with her, 43 matches to 37",Chris Evert
"A 2010 stamp honored political cartoonist Bill Mauldin, the youngest winner of this prize",the Pulitzer
A terrace is often part of this apartment found on the roof or top floor of a building,a penthouse
"One basic & one more serious, they're the 2 main types of bone fracture",simple & compound
A riotous crowd of people,mob
T&T are close enough to this country that the water from the Orinoco murks up scuba diving,Venezuela
"In 1979 Grete Waitz was the first woman to do this in NYC in under 2 1/2 hours--no, not finish her shopping at Saks",finish the New York Marathon
"The Love stamp seen here is adapted from an image on a Hallmark card, & features these flowers",pansies
"From the Latin for ""assembly"", it's a building housing nuns",a convent
"(Jimmy of the Clue Crew shows an anatomical rendering on the monitor.)  In the second year of life, two bones fuse to form this lower jawbone, & the chin starts to develop at the fusion point",the mandible
"Weep aloud, or cry uncontrollably",sob
"Trinidad's prime minister lives in Whitehall--the one located in the capital, this of Spain",Port of Spain
"Called ""Slammin' Sam"", he's the only man to win the same PGA tournament 8 times",Snead
"This author of ""Hawaii"" was honored on a stamp wearing (what else?) a Hawaiian lei",Michener
"Mukesh Ambani's $1 billion home, the world's most expensive, lies on the Arabian Sea in this largest Indian city",Bombay (or Mumbai)
Infection-fighting white blood cells called neutrophils are produced in this part of the bone,the marrow
"In tennis, a high-arcing shot hit deep into the opponent's court",a lob
"At the Caroni Sanctuary you can see Trinidad's national bird, the scarlet this",an ibis
"(Alex Trebek presents the clue from the Joe Louis Arena in Detroit, MI.)  I once introduced this hockey player to a large group of sports fans by saying, ""All of us have heroes, and he is one of mine""--Number 9 for the Detroit Red Wings--""Mr. Hockey""",Gordie Howe
"Part of the Nature of America series, the pane seen here is called this type of forest",a kelp forest
The Navajo usually built this one-room earth-covered dwelling with the entrance facing east,a hogan
"This forearm bone takes its name from the Latin for ""elbow""",the ulna
A male swan,a cob
Historic landmarks in this city include Hull House & the Marshall Field Company Store,Chicago
"The outdoorsy home of British Merry Men becomes the new pad for a ""Last King of Scotland"" winner",Sherwood Forest Whitaker
History-loving Edgar Lawrence...,(E.L.) Doctorow
"Alaska's richest company, Arctic Slope Regional, trades in this, also the name of a U.S. Cabinet department",energy
"Elder Zhang Guo, one of the Chinese 8 immortals, is depicted as carrying this clingstone fruit",a peach
Scallop & scaloppine come from a word meaning these; the fillets are so thin they curl up like them,shells
"It was in Emigration Canyon near Salt Lake City in 1847 that he told his followers, ""This is the place""",Brigham Young
"Uh oh... it's ""Misery"" when this actress checks into a ""Psycho"" lodging",Kathy Bates Motel
The fantastic James Matthew...,(J.M.) Barrie
Immortelles are these that retain their color & shape when dried,flowers
"The verb ""to pounce"" comes from a noun meaning this part of a bird of prey",talons (or claws)
The site where he launched the first liquid fuel rocket in 1926 is now part of a golf course fairway in Massachusetts,(Robert) Goddard
A 1953 musical based on a Shakespeare play becomes an actress who won as a literature-loving Nazi,Kiss Me Kate Winslett
