Question,Answer
"(Cheryl of the Clue Crew reporting from inside the State Capitol building in Lincoln, NE.) As in Washington, the Vice President presides over the Senate.  In Nebraska, this official presides over the unicameral legislature",the Lieutenant Governor
"(Hi.  I'm Bebe Neuwirth.) In 1997 I won my 2nd Tony Award for playing Velma Kelly in ""Chicago""; in 2007 I appeared in a revival of the production playing this dancer, Velma's rival",Roxie
"John Irving, James Michener, Arthur Miller",James Michener
"This masculine, mutable air sign is ruled by Mercury & knows there are 2 sides to everything, so think twice today!",Gemini
"What's officially the Lucius J. Kellam, Jr. Bridge-Tunnel travels more than a mile under this east Virginia bay",the Chesapeake Bay
The title of this 1985 Gabriel Garcia Marquez novel should put you at disease,Love in the Time of Cholera
"Judicially, the U.S. is divided regionally into 12 of these, each with a Court of Appeals",circuits
"In 1948 he was drafted to play ""Mister Roberts""",Henry Fonda
"Andy Warhol, Jackson Pollock, Judy Chicago",Jackson Pollock
"This December-January sign is negative & can be stubborn, but not today; relax & you'll respond",Capricorn
"The 11 1/2-mile tunnel between Bologna & Florence, Italy bears the name of this Italian mountain chain",the Apennines
The capital of this former Yugoslav Republic & now independent nation is Ljubljana,Slovenia
Berthold Lubetkin's designs for the London Zoo include a gorilla house & a pool for these flightless birds,penguins
"Born in 1935, he became, simply, ""The King""",Elvis Presley
"Many have said that Margaret Mitchell based this character on her first husband, Red Upshaw",Rhett Butler
...of the U.S. states that border an ocean,Washington
Wu Hao was Empress of this nation for 50 years in the 7th & 8th centuries,China
Indiana Jones works hard to recover a Biblical artifact misplaced somewhere in Little Rock,Raiders of the Lost Arkansas
Carlo Maderno is famed for his baroque facade for the Church of Santa Susanna in this world capital,Rome
"God save the rapper, singer & actress Dana Owens, who goes by this moniker",Queen Latifah
"A trip to Spain inspired this ""Silas Marner"" novelist to write the poem ""The Spanish Gypsy""",George Eliot
...of writers buried in Paris' Pantheon,(Emile) Zola
"In the 1990s this Down Under island country has back-to-back female P.M.'s, Jenny Shipley & Helen Clark",New Zealand
Vodka-based morning cocktail enjoyed with TV's Bundy family,Bloody Married... with Children
"This architect of L.A.'s Disney Concert Hall called it ""a strange kind of sailing ship sitting in a box""",Frank Gehry
"He was born in Minneapolis in 1958, the son of jazz musician John Nelson",Prince
"Thomas Carlyle's wife is the woman who inspired Leigh Hunt's poem ""Jenny"" did this to ""Me""",Kissed
...of groups in the Rock & Roll Hall of Fame,ZZ Top
"For more than a century, this European country has had 3 queens & no kings: Wilhelmina, Juliana & Beatrix",the Netherlands
French WWII defensive fortifications put in an album to provide info on a band,Maginot liner notes
In the 1950s this Finnish-born architect designed the U.S. Embassy in Oslo,(Eero) Saarinen
"The revue ""Sophisticated Ladies"" is based on the music of this ""noble"" composer & bandleader",Duke Ellington
"A fascination with Goethe led this ""Magic Mountain"" author to write the novel ""Lotte in Weimar""",(Thomas) Mann
...of Alfred Hitchcock movies starring Jimmy Stewart,Vertigo
"The Philippines has had 2 female presidents, current leader Gloria Arroyo & this woman from 1986 to 1992",(Corazon) Aquino
"Israeli prime minister (1977-1983) who's a Cole Porter song that ""brings back a memory ever green""",Menachim Begin the Beguine
Philip Johnson's Glass House may have been inspired by this German-born less-is-more man's Farnsworth House,Mies van der Rohe
"Dinah Washington was ""The Queen of the Blues"" & this singer was ""The Empress of the Blues""",Bessie Smith
"Hemingway's novel ""The Torrents of Spring"" parodies the style of this ""Winesburg, Ohio"" author, an early supporter of his",Sherwood Anderson
...of current U.S. cabinet departments,Veterans Affairs
Gro Harlem Bruntland has been prime minister of this Scandinavian country 3 different times,Norway
Descartes' famous Latin axiom that's a screwball comedy with Tony Curtis & Jack Lemmon (in drag),Cogito Ergo Sum Like It Hot
"Following ""Gone with the Wind"", it would be another 12 years before a color film won again: this foreign-set musical",An American in Paris
"From beautiful downtown Culver City, it's the name of the studios where ""Jeopardy!"" is taped",Sony Pictures Studios
Mikhail Gorbachev,Peace
"In the 1970s this ""Rocket Man"" founded Rocket Records",Elton John
"Dewaele won the Tour de France, Coco Chanel was the toast of Paris & Sacre Bleu!, the market crashed in this year",1929
"He played a box of lemon chiffon pie mix in a TV commercial long before playing Sam on ""Cheers""",Ted Danson
"The ""Jerry Maguire"" star who automatically maintains your vehicle's speed",Tom Cruise control
"He was the host of the first version of ""Jeopardy!"" in the '60s",Art Fleming
Nadine Gordimer,Literature
"The 3 double CDs of the Beatle ""Anthology"" series are on this label founded by the Beatles",Apple
"This year saw Hitler hit Moscow, Yamamoto hit Pearl Harbor & DiMaggio hit in 56 straight games",1941
"This actor starred as Tom Dooley in the film seen here in 1959, the same year he hit it big on TV",Michael Landon
The brand of reclining chair that never made it past tenderfoot,La-Z-Boy Scout
"Of $183,000, $283,000 or $383,000, it's closest to the highest amount you can win in one regular game","$283,000"
Alexander Fleming,Medicine
"He do be the founder of Reprise, yes he do be do be do",Frank Sinatra
"(Hi, I'm Tyler Christopher of General Hospital.) In this year, ABC gave ""G.H."" a shot on TV, ""He's So Fine"" shot up to No. 1 & JFK visited the Berlin Wall",1963
"This star of ""Suddenly Susan"" disguised herself as a man in the 1984 film ""Sahara""",Brooke Shields
"Ointment for an arthritic but festive ""City Of Light""",Ben-Gay Paris
"Including Final Jeopardy!, it's the total number of possible questions in one game",61
Max Planck,Physics
"Alanis Morissette's ""Supposed Former Infatuation Junkie"" is on Maverick, this Material Girl's label",Madonna
"In this year, ""Rock Around The Clock"" was recorded, Roger Bannister beat the clock & Henri Matisse clocked out",1954
"Once Miss U.S.A., Laura Harring played a police officer on this, Aaron Spelling's first daytime soap",Sunset Beach
This '40s Latin actress in a tutti frutti hat is made aware of her constitutional protections when arrested,Carmen Miranda rights
Frequent viewers know my hometown of Sudbury is in this Canadian province,Ontario
Linus Pauling (the first time),Chemistry
He's the best seller of all the artists in his own Paisley Park stable,Prince
"In this year, Teddy became president, Eddie became king & Nicky became father of Anastasia",1901
"In her last years, this chic star of the 1954 film ""Sabrina"" was a goodwill ambassador for UNICEF",Audrey Hepburn
Movie biography about Shirley Muldowney that starred Pat & Vanna,"""Heart Like A Wheel Of Fortune"""
"He's best known for his ""Cien Anos de Soledad"", or ""100 Years Of Solitude""",Gabriel Garcia Marquez
"Colorized clips of this director from his old '50s & '60s series were used to ""present"" new stories on a new series in 1985",Alfred Hitchcock
"The Kelvin is the base unit for this, though most people use degrees",Temperature
More of this goulash spice used in the U.S. comes from Spain than from Hungary,Paprika
"Spanning the Akashi Strait, the world's longest suspension bridge links this country's Honshu & Shikoku Islands",Japan
Any minute spot,Fly speck
"Chilean poet to whom Massimo Troisi delivered mail as ""The Postman""",Pablo Neruda
"This Rod Serling series that ""hung around"" NBC was cut from 60 minutes to 30 in 1972",Night Gallery
"In a metric nursery rhyme, a crooked man would go a crooked 1.609 of these",Kilometers
"This Indian spice blend commonly includes chili peppers, cumin, turmeric & coriander",Curry powder
Since 1994 rail traffic has been running in the Eurotunnel under this narrow strait,Strait of Dover/ The Dover Strait
"Better-known name for dionaea muscipula, a carnivorous plant native to the coastal regions of the Carolinas",Venus flytrap
"""Aphrodite:  A Memoir Of The Senses"" is a 1998 novel from this ""House Of The Spirits"" author",Isabel Allende
"This movie monster man hosted a self-titled anthology series in 1949 & ""Thriller"" in 1960",Boris Karloff
"If you're looking for the basic capacity unit for liquids, ""follow"" this",Liter
"Long a symbol of rememberance, its name comes from a Latin word for ""sea dew""",Rosemary
"Prior to the Panama Canal, ships either traveled around Cape Horn or through this nearby strait",Strait of Magellan
This term for an unreliable or transient business dates back to the late 19th century,Fly-by-night
"In addition to hosting, he authored many of his theatre's presentations",Ray Bradbury
"The prefix meaning one billionth, it's often seen before ""second""",Nano
The orchid seed pod from which this spice is extracted is about 8 inches long,Vanilla
The Strait of Juan de Fuca flows between Washington state & this Canadian island,Vancouver Island
"Michael J. Fox played this character in 3 ""Back To The Future"" films",Marty McFly
"A 1959-1961 series based on true incidents took you this far ""beyond""",One step
"The kilogram is the unit of this, which unlike weight, is independent of gravity",Mass
"An important herb in French cuisine, it's also known as estragon",Tarragon
"The ferry from Villa San Giovanni in Calabria, Italy to Sicily crosses this strait",Strait of Messina
Claire Chennault's volunteer aviators who fought in China & Burma in World War II,Flying Tigers
This musical that premiered in 1975 & was revived in 1996 is set in part in the Cook County Jail,Chicago
She was the second first lady,Abigail Adams
"Honest, Abe was the first person run by this party to be elected U.S. president",Republican
"For 9 days before Christmas, Latin American children try to break open these colorful paper figures containing candy",Pinatas
"This grandson of Italian immigrants was elected the 107th mayor of New York City on November 2, 1993",Rudolph Giuliani
"Leo Rosten said of this hard-drinking comic, ""Any man who hates small dogs & children can't be all bad""",W.C. Fields
"Unlike other deer, both male & female reindeer grow these",Antlers
"In her memoirs, Julia Grant talked about the black Friday when Fisk & Gould tried to corner the market in this",Gold
It's any word that's spelled the same forwards & backwards,Palindrome
"In the Low Countries, St. Nicholas arrives to deliver presents on a boat from this Iberian country",Spain
"Shortly after his death, eerie stories told of this actor's ghost haunting ""Falcon Lair"", his Hollywood home",Rudolph Valentino
Much of the boozing persona of this Matt Helm of the movies may have been just for the cameras,Dean Martin
"A group of reindeer cows gathered together by a reindeer bull is callled one of these, like a sultan's",Harem
"His ailing wife Anna sent her daughter-in-law Jane with him to Washington, but he only served a month",William Henry Harrison
In a movie it's the kind of music heard behind a scene,Background (music)
"In Great Britain, this woman gives a special Christmas Day message on TV",The Queen
You'll find this body of water in the eastern part of Kenya's Rift Valley,Lake Rudolph
"Not sure if it's from his drinking or not, but he's the Disney chipmunk with a red nose",Dale
Reindeer & reindeer products are very useful to these nomadic people of northern Scandinavia,Lapps
The widow Sarah Polk was linked for a while in the press to this bachelor president,James Buchanan
"In this field of study, scientists have rocks in their heads, or ore",Mineralogy
"Rather than stockings, French children put these in front of the fireplace so ""Pere Noel"" can fill them with gifts",Shoes
The award-winning Rudolph seen here (holding 2 Olympic medals),Wilma Rudolph
"This bearded standup comedian is billed as ""The Lovable Lush""",Foster Brooks
These 2 Roosevelt first ladies were known for their strong personalities,Edith & Eleanor
1 less than a cinquefoil,Quadrefoil
"In Sweden the Christmas season begins on December 13, this saint's day",St. Lucia
Bravo!  This man was the general manager of the Metropolitan Opera from 1950 to 1972,Sir Rudolph Bing
In 1992 Boutros Boutros-Ghali of this country became the first African secretary-general of the U.N.,Egypt
In 1992 Vice President Quayle attacked the values displayed by this TV sitcom character,Murphy Brown
"Donne: ""Never send to know for whom the bell tolls...""","""It tolls for thee"""
This melted sweet from the cacao is a well-known stage prop for Karen Finley,Chocolate
"Largest of the ""Cosby Kids"" who's currently serving as vice president","""Fat Albert"" Gore"
Robert Mugabe is president of this country that was formerly known as Rhodesia,Zimbabwe
"Kipling: ""Oh, east is east & west is west, and....""","""Never the twain shall meet"""
"Kurt Schwitters probably heard ""Gesundheit"" a lot during his ""Niesscherzo"" piece consisting of this action",Sneezing
"Culture Club singer who penned ""1984""",Boy George Orwell
In 1847 it became Africa's first modern independent republic,Liberia
In 1980 William F. Buckley told off students at this Poughkeepsie school who disinvited him to commencement,Vassar
"Carroll: ""Twas brillig, and the slithy toves...""","""Did gyre and gimble in the wabe"""
Yesss!  He's the sports announcer who theorized about relativity,Marv Albert Einstein
"Mount Kilimanjaro, this country's highest point, is also the continent's highest point",Tanzania
"In a 1997 essay this ""Book of Virtues"" author & ex-cabinet officer asked, ""What good is government?""",William Bennett
"Lovelace: ""Stone walls do not a prison make...""","""Nor iron bars a cage"""
"""What's"" this?  It's a term for a performance art event coined by Allan Kaprow in 1959",Happening
"In the U.S., a standard patent is good for this many years; for a design patent, it's only 14",17
"Longtime ""Tonight Show"" host whose ""Heart Is A Lonely Hunter""",Johnny Carson McCullers
"In 1998 Nelson Mandela married Graca Machel, widow of a former president of this country",Mozambique
"1790's ""Reflections on the Revolution in France"" is a major work by this British statesman & thinker",Edmund Burke
"Coleridge: ""In Xanadu did Kubla Khan...""","""A stately pleasure-dome decree"""
These creations named by Karel Capek rampage through performances by Survival Research Laboratories,Robots
"The name of the agency to which inventors make applications is the ""Patent And"" this ""Office""",Trademark
"1517's ""Theses"" author known for developing new varieties of fruits & vegetables",Martin Luther Burbank
"Name shared by any Englishman & a composer credited with England's national anthem ""God Save The Queen""",John Bull
"1865: Everyone talks about my ""march to the sea"", but my trip through the Carolinas ain't no picnic, either",William Sherman
"A multi-platform horror network, FEARnet includes a V.O.D. service, short for this",video on demand
"The top canine, the pack leader",alpha male/dog
The Kirin & Asahi brewing companies are headquartered in this city,Tokyo
Maryland's longest border with another state is with this one to its north,Pennsylvania
The time by which something must be finished or submitted,deadline
Circa 8th c. B.C.: Writing the 2 epic poems that'll make me famous! Scholars would never doubt my existence... d'oh!,Homer
"As voted on by FEARnet.com members, the most popular horror shockers include ""The Shining"" & this '73 Linda Blair film",The Exorcist
"In 2002 Sony announced that it would no longer produce video recorders using this format, a rival to VHS",Betamax
In 1983 this elevator company moved its operations out of Yonkers after 130 years there,Otis
"Baltimore is the largest city, but this city is the capital",Annapolis
Style of armchair where you'll find me during Lakers games,recliner
"2005: After the wedding, wife will be Duchess of Cornwall. Retiring pickup line ""you could be the next Duchess of Cornwall""",Prince Charles
"Join FEARnet & you can rank movies, discuss horror topics, or just post one of these death notices for yourself",obituary
These electromagnetic beams are particularly intense in the Crab Nebula,gamma rays
He might have rotated in his grave when the company he founded was sold to Bridgestone in the 1980s,(Harvey) Firestone
Maryland's eastern shore is separated from the main part of the state by this bay,Chesapeake Bay
Advertising catchphrase for a movie or a play,tagline
"1945: I'm just a colonel. 1946: Stand back, Buenos Aires! Call me Mr. President!",Juan Peron
"FEARnet search allows you to search by topic, like ""cannibalism"", ""werewolf"" or this director of ""Evil Dead""",Sam Raimi
This counter-terrorist military group headquartered at Fort Bragg is involved in hostage rescue,Delta Force
Future Michigan governor George Romney headed this merger-created car company from 1954 to 1962,American Motors
The 1760s establishment of this permanently fixed Maryland's northern border,Mason-Dixon Line
Pedigree,bloodline
"July 1, 1937: Fred & I are leaving New Guinea for Howland Island. 2,600 miles... wish us luck!",Amelia Earhart
"At FEARnet's ""News & Reviews"" section catch up on events like this horror mag's convention in Chicago",Fangoria
Fish oil & flaxseed oil are a rich source of this class of essential fatty acids,omega-3
"HCA, co-founded by Bill Frist's father, Thomas, stands for this ""corporation of America""",Hospital
This disgraced politician's portrait was taken down in the Maryland state house in 1979 & rehung in 1995,Spiro Agnew
Your nose knows it means shaped like an eagle's beak,aquiline
This inflammation of the voice box is a broadcaster's nightmare,laryngitis
Jordin Tootoo of the Nashville Predators got a few chuckles when he changed his jersey number to this,22
Anguilla in this sea is noted for its superb beaches,Caribbean
Zeppo Marx patented a wristwatch monitor that alerted wearers to irregularities in this,heartbeat
Cellini's sculpture shows Perseus holding a sword in one hand & the head of this Gorgon in the other,Medusa
"We're not kidding, please spell the dog star...",S-I-R-I-U-S
"Tired? Pale? You may have this condition meaning ""want of blood"" & usually caused by an iron deficiency",anemia
"The White Sox made a deal with a convenience store chain, so weeknight games will start at this time",7:11
"(Sarah of the Clue Crew stands in front of an image of a flag.) On the flag of this island and territory, the anchor in the coat of arms represents the Bounty",Pitcairn Islands
"Not a perpetual bubble machine, but a piano shaped ashtray was designed by this bandleader",Lawrence Welk
In 1983 this Bulgarian-born American encirclued 11 Florida islands with bright pink polypropylene fabric,Cristo
This constellation always wins in Follow the Leda--Spell...,C-Y-G-N-U-S
"This adjective can mean ""suffering from excess secretion in the liver"" or just ""cranky""",bilious
"Oops! Unable to find the tee shot he'd made on the 18th, Tom Kenney took a mulligan & later found his ball was here",in the hole
"Due to favorable tax laws, there are hundreds of banks & trust companies in this colony NW of Jamaica",Cayman Islands
2007 Rock Hall of Fame inductee who can dance the night away with his supporting device for string instruments,Eddie Van Halen
The 1781 life-size marble statue of this French writer is one of Jean Antoine Houdon's most famous works,Voltaire
It's part of Scorpio...,A-N-T-A-R-E-S
"(Sarah of the Clew Crew stands by a monitor.) Named because it connects the sclera and the cornea, this membrane covers the white of the eyeball; its inflammation is common",conjunctive
"A U.K. company was vilified for marketing ""Little Hooliganz"", action figures of fans of this sport",soccer
"Like Jersey, this second-biggest channel island can also mean something to wear (a blue sailor's vest)",Guernsey
The frequency-hopping idea of this actress born Hedwig Kleiser in 1914 was used in a radio-controlled torpedo patent,Hedy Lamarr
"This emperor's ""column"" is a marble relief recording the Roman victory of Dacia",Trajan
"A spinal tap is done to obtain this, abbreviated ""CSF""",cerebral spinal fluid
"Caught red-limbed drinking from a flask, the tree mascot for this school near Palo Alto was suspended",Stanford
Akrotiri is an enclave the U.K. held onto in the 1959 agreement that made this Mediterranean island independent,Cyprus
"This actress had a ""purr-fect"" idea: pantyhose with a shaping band for cheeky derrière relief",Julie Newmar
"The Etruscans carved many of their works from tufa, a soft porous variety of this calcium carbonate rock",limestone
"This 1953 novel contains the famous recipe 3 measures of Gordon's, 1 of vodka; shake it until it's ice-cold",Casino Royale
"Bob Woodward's ""The Secret Man"" was rushed to print after this Watergate informant revealed himself",Mark Felt
"Sacred Order of the Stonecutters, soon followed by the No Homers Club",The Simpsons
"Poached eggs, Canadian bacon & hollandaise on an English muffin: Eggs ____",Benedict
"Shakespeare's 87th one of these begins, ""Farewell!  Thou art too dear for my possessing""",a sonnet
"From the Greek for ""rule by the best"", it's rule by a privileged, hereditary class",an aristocracy
"(Tom Ritchie of the Clue Crew delivers the clue from aboard a boat in Antarctica.)  Notorious for its turbulence, we are now in the passage between South America & Antarctica, named for this English sailor",Sir Francis Drake
"In his autobiography ""Speak, Memory"", he called ""Lolita"" ""a painful birth, a difficult baby""",Nabokov
The Cheerios & Vocal Adrenaline,Glee
A New Orleans dessert: Bananas ____,Foster
"The 87th of these ends, ""all my springs are in thee""",a Psalm
A military prison,a stockade
"(Sarah of the Clue Crew delivers the clue from near a glacier in Antarctica.)  In Antarctica, iceberg formation is at its most spectacular as huge masses break off from continental glaciers--a process called this",calving
"In 2005 he published an updated, easier to understand ""Briefer History of Time""",Hawking
"The Batley Townswomen's Guild, known for their ""muddy"" historical reenactments",Monty Python
A filet embellished with pate & mushrooms: Beef ____,Wellington
"Some Australians believe 87 is an unlucky number in this sport, as it's 13 short of a century",cricket
Sciatica often leads to a pain in this body part,the buttocks
"(Sarah of the Clue Crew delivers the clue from Antarctica--with penguins.)  Penguins usually walk upright, but if in a hurry, flop on their bellies & push off with their flippers & feet, traveling in a way named for this Native American sled",a toboggan
"The 2009 Pulitzer for history went to Annette Gordon-Reed for ""The Hemingses of"" this home",Monticello
"From 1955, the International Order of Friendly Sons of the Raccoons",The Honeymooners
A dessert with ladyfingers:  ____ Russe,Charlotte
Francium's is 87,atomic number
The Borsa is Italy's main this,the stock exchange
(Tom Ritchie delivers the clue from Antarctica.)  Both the Antarctic sea we're in & the seal beside me are named for this famous 19th-century British explorer,(James) Weddell
"Completes the titles of diet books by Dr. Barry Sears: ""The ____"", ""A Week in the ____"" & ""What to Eat in the ____""",Zone
The motorcycle gangs SAMCRO & The Mayans,Sons of Anarchy
A southern good luck dish: Hoppin'____,John
"In 2005 we learned that 87 Sylvia, one of these, is unique in that it has 2 moons",an asteroid
This 2-wheeled off-road racing began in England & was originally called scrambling,motocross
"(Sarah of the Clue Crew walks barefoot along the shore in Antarctica.)  Surprisingly, you can even walk barefoot in some Antarctic water, like here on volcanic Deception Island at this type of vent in the earth, from the Latin for ""smoke""",fumarole
Major ports on this bay include Chittagong in Bangladesh & Pondicherry in India,the Bay of Bengal
Bob Fosse won an Oscar for this 1972 Liza Minnelli film,Cabaret
This 17th century carriage had a separate hooded seat at the rear & was named for the capital of Germany,a Berlin carriage
"Now for a dab of her No. 5 perfume, introduced in 1922",(Coco) Chanel
"CIS, the Commonwealth of these, was founded in 1991 by 12 former Soviet republics",Independent States
"Unplanned or without premeditation, like some combustion",spontaneous
Largo Bay is not in Florida but on the Forth Estuary in this U.K. country,Scotland
"""Revenge of"" in 1978 was the fifth in this series of comedies directed by Blake Edwards",The Pink Panther
"French for ""chair"", this carriage was adapted from the sedan chair in France",a chaise
"Bill Tilden popularized this sweater, a cream or white cable knit; it's also the sport he played",tennis
"Founded in 1976, the AMF is this monetary fund with 22 African & Middle Eastern member nations",Arab
"Boy Scout law No. 1 says ""a scout is"" this, meaning deserving of confidence",trustworthy
"To enter this Japanese bay on which Yokohama lies, you must first enter Sagami Bay",Tokyo Bay
"Near the commencement of his career, he directed ""The Graduate""",(Mike) Nichols
"Tilbury & Stanhope are 2 varieties of this one-horse carriage, also a night's work for a musician",a gig
Turkey's Kemal Ataturk said let's not get dressed in this hat symbolizing Islamic orthodoxy,a fez
"ASEAN is the ""Association of"" these ""Nations""; Laos is a member",Southeast Asian
It's an abnormal fear of dead bodies,necrophobia
"During one tide cycle, more than 100 billion tons of seawater flow in & out of this bay between N.B. & Nova Scotia",the Bay of Fundy
"His Westerns include ""Wagon Master"" & ""Fort Apache""",John Ford
"Designed by & named for a British architect in 1834, this carriage featured an elevated rear driver's seat",the Hansom carriage
"After a referendum in Reedy, West Virginia, women were allowed to wear these golf pants worn by men only",knickers
BSEC is the economic cooperation zone named for this body of water; its 12 members include Bulgaria,the Black Sea
A type of lamp powered up by a ballast,fluorescent
Egypt's Bay of Tinah lies on the north shore of this peninsula,the Sinai
"Clark Gable was happy to see him come in & finish directing ""Gone with the Wind""",Victor Fleming
The name of a baron & political reformer was on a 19th century closed carriage & on 20th c. Cadillac car models,Brougham
"Last name of Italian shoe designer Salvatore, who set up a company in Florence in 1927",Ferragamo
"Known as NAM, it was founded in 1961 by nations that wanted to stand apart from the Eastern & Western blocs",the Non-Aligned Movement
One who describes the surface features of a region,topographer
"Immediately before the Caroline era came this one, also from the monarch's Latin name",Jacobean
"It's a play-within-a-play, & so is ""Kiss Me, Kate"", the musical based on it",The Taming Of The Shrew
"These symbols worn by cops are made, appropriately, of copper",Badges
"He honked, whistled & gestured; in fact, he did everything but talk",Harpo
