Question,Answer
"The girl clicked her heels. Nada. She wasn't going home! What a practical joke! Oh, how Glinda loved to laugh!",The Wizard of Oz
"In the spring, merrymakers head to the Merrie Monarch Festival on this ""Big Island""",Hawaii
OLD MAN,almond
"""I consider myself the luckiest man on the face of the earth...I've got an awful lot to live for""",Lou Gehrig
Mike Myers flexed his powers to play Studio 54 owner Steve Rubell in this 1998 film,54
"Until it broke up in the Ross Sea off Antarctica in 2003, B15 was the world's largest one of these, at 4,400 square miles",an iceberg
"This 1957 title feline made things splat / I called animal control, then that was that / That was the end of...",The Cat in the Hat
"If you're scuba-certified, you can swim with the sharks at the aquarium in this Minnesota shopping paradise",the Mall of America
I TIP CHAOS,pistachio
"""I see one third of a nation ill-housed, ill-clad, ill-nourished""",F.D.R.
"Andrea McArdle, who starred in a production of ""Annie Get Your Gun"" in 2006, first became famous playing this role",Annie
"After floating on the surface of the ocean for several weeks, this volcanic rock eventually sinks to the bottom",pumice
Willy Loman smiled--he had 17 commissions in his pocket. Attention had been paid! (Ed. note--title might have to change),Death of a Salesman
"(Sarah of the Clue Crew is on the set of ""Spamalot"".)   The knights of the round table traveled from England to here on Broadway and now to this Las Vegas casino, named for its owner, Steve",the Wynn
A MAMA ACID,macadamia
"""And like the old soldier of that ballad, I now close my military career and just fade away""",(Douglas) MacArthur
Greer Garson became the Mrs. of actor Richard Ney after he played her son Vin Miniver in this 1942 film,Mrs. Miniver
The Egyptian lotus is not really a lotus but a blue-flowered species of this,a water lily
"What the heck, thought Javert. It was only a loaf of freakin' bread! ""Take off, Jean,"" he said. ""Don't waste my time""",Les Misérables
"Blast off on a simulated trip to Mars on Mission: Space, a major thrill ride at this Florida theme park",Epcot (Disney World accepted)
RUB TAN LIZ,Brazil nut
"""Our flag is red, white and blue, but our nation is a rainbow...we're all precious in God's sight""",Jesse Jackson
"It was the title of the last big-screen remake of ""Beau Geste"", released in 1977",The Last Remake of Beau Geste
"""I've had a change of heart, Elizabeth,"" said Darcy. ""I'm marrying Catherine. Ta""",Pride and Prejudice
"Mmm! Sample some Red Zinger when you tour this ""heavenly"" tea company on Boulder, Colo.'s Sleepytime Drive",Celestial Seasonings
LEFT RIB,filbert
"Bordering 4 out of the 5, this U.S. state borders more of the Great Lakes than any other",Michigan
"Like her father, with whom she began studying at age 9, Anoushka Shankar has become a master of this instrument",a sitar
"These spicy Indian sauces whose name means ""sauce"" are often served with rice",curry
"Some scientists who don't think bears do this in a true sense use the term ""winter lethargy"" instead",hibernate
"Meet this TV character...his boy Elroy...daughter Judy...Jane, his wife...",George Jetson
"He may've won at Waterloo if he'd attacked earlier in the day, but heavy rain the night before had him wait until noon",Napoleon
"Despite Minnesota's claim as the Land of 10,000 Lakes, this U.S. state has the most, with more than 3 million",Alaska
"Andre Rieu, who loves to play the music of Strauss on his violin, is the modern king of this dance music",waltz
"This thick, sweet liquid is in the name of & is an ingredient of a mustard-based dipping sauce",honey
The recognition of possibilities after an event's occurrence; mine's a perfect 20/20,hindsight
"At the Oscars, he said, ""I was just backstage with Jack Nicholson & VP Gore, drinking.  I don't think he's running""",George Clooney
"In literature, Penelope waits on this man for 20 years, as does his dog, Argos, who keels over as he gets back",Odysseus
The geographic center of the contiguous U.S. states is about 4 miles west of the city of Lebanon in this state,Kansas
"This 18th century ""Papa"" wrote close to 200 works for the baryton, an instrument now almost obsolete",Haydn
"Besides reorganizing Europe, the 1814 Congress of Vienna also named this softie the ""king of cheeses""",Brie
The wheals of urticaria go 'round & 'round as this type of eruptive skin condition,hives
"In a 1971 ceremony, he & his 3 ex-bandmates won an Oscar for best music, original song score",George Harrison
"Waiting to sail home from England, this Native American woman died in March of 1617",Pocahontas
"The heart of an ancient volcano, Crater Lake in this West Coast state is the USA's deepest at about 1,932 feet",Oregon
"Though better known for his guitar, Leadbelly also played the windjammer, a Cajun type of this instrument",accordion
"The name of this long, wide loaf of bread is Italian for ""slipper""",ciabatta
An interruption in the continuity of a TV series,a hiatus
"In a 1977 film he is asked ""to tell the truth...& nothing but the truth"" & answers, ""So help me, me""",George Burns
"In a 1952 play, 2 tramps await this title guy, who (spoiler alert!) never does show up",Godot
"Cyndi Lauper's ""Body Acoustic"" CD features her playing this old instrument, named from the Latin for ""sweet song""",a dulcimer
"The name for this green-floreted veggie may be from the Latin for ""arm""",broccoli
Any system of persons ranked one above another,a hierarchy
"This comedian wrote, ""I never eat sushi.  I have trouble eating things that are merely unconscious""",George Carlin
"On Nov. 4, 1605 this Brit was lying in wait to use more than 20 barrels of gunpowder on Parliament; never got the chance",Guy Fawkes
"Charles Niehaus sculpted McKinley for Canton, Ohio; Farragut for Muskegon, Mich.; & a record 8 men in this collection",Statuary Hall
"Britannica notes that his owner Shaggy was ""one of the first serial abusers of the word 'like'""",Scooby-Doo
I'll make you an offer you can't refuse: name one of the 2 U.S. senators from Connecticut & I'll give you $200,(Christopher) Dodd (or Joseph Lieberman)
"(I'm Jack Ford.)  I couldn't choose just one; my favorite books are ""Trinity"", Leon Uris' novel of Ireland, & this Margaret Mitchell novel with an Irish-American heroine",Gone with the Wind
This site was uninhabited woods when James Doty persuaded the Wisconsin legislature to put the capital there,Madison
"Different from a wireless, this is a term for a phone with physical connection between 2 devices",a landline
"1643 to 1715, in France",Louis XIV
"This ""ill-tempered squawking"" duck wears a sailor's hat, ""at the drop of which he often explodes into a rage""",Donald Duck
"Don't ask me about my business; it's this ""Australian for beer"" brand, but don't ask me about it",Foster's
(I'm Kareem Abdul-Jabbar.)  Alexandre Dumas' 1844 novel about this swashbuckling title trio is for adventure lovers of all ages,The Three Musketeers
It's home to Grand Canyon university,Phoenix
This villain's obsession with Superman goes back to Action Comics No. 23 in 1940,Lex Luthor
"1888 to 1918, in Prussia",Kaiser Wilhelm II
"This ""walking, talking bear in a necktie and a porkpie hat... roamed fictional Jellystone National Park""",Yogi (Bear)
"I'm a Lakers fan.  You like this Mark Cuban-owned NBA team.  OK, but don't ever take sides against the family again.  Ever",the Mavericks
"(Hi, I'm Doug Savant.)  John Irving moved me with his look at good & evil in the novel ""A Prayer for"" this Christ-like character",Owen Meany
Troy & Schenectady are part of this state capital's metropolitan area,Albany
2 of the unalienable rights set forth in the Declaration of Independence,life & liberty
"1973 to present, in Sweden",Carl Gustaf
This coquette was the first cartoon character to be censored by the Hayes Office,Betty Boop
I gift you a 528i sedan from this company; someday--& that day may never come--I'll call upon you to do a service for me,BMW
(Bill Clinton delivers the clue.)  My favorite novel is this book by Gabriel Garcia Marquez in which one sees the history of Latin America reflected in the town of Macondo,One Hundred Years of Solitude
This capital closest to Sutter's Mill served as a supply center for the Forty-Niners,Sacramento
Edward Craven Walker created this device that undulates as light heats it,a lava lamp
"1567 to 1625, in Scotland; 1603 to 1625, in England",James VI of Scotland/James I of England
"Britannica calls him ""perhaps the most celebrated lagomorph in worldwide popular culture""",Bugs Bunny
"You balk at a trip to Mogadishu, this country's capital?  What have I ever done to make you treat me so disrespectfully?",Somalia
"(Hi, I'm Christopher Meloni.)  The promiscuous Mara is one of many fascinating women in ""Sexus"", by this author who wrote 2 famous books about the tropics",(Henry) Miller
"This capital was created when adjoining settlements, East Alabama & Alabama, merged in 1819",Montgomery
"The 2 ""L""s in the corporate abbreviation LLC stand for these 2 words",limited & liability
"Hanoi is the capital, but this city is the most populous",Ho Chi Minh City
"""John Brown's Republic""","""The Battle Hymn Of The Republic"" & ""John Brown's Body"""
National Security Advisor John Poindexter got in trouble for his role in this 1980s arms-for-hostages arrangement,Iran-Contra
"A line from this movie song says, ""You must remember this, a kiss is still a kiss""","""As Time Goes By"""
Quick! butterflies have this many wings,4
"Your garden variety this veggie is often eaten pickled; the sugar type, not",a beet
"""My Country 'Tis Of Queen""","""My Country, 'Tis Of Thee"" & ""God Save The Queen"""
This political scandal divided France following the 1894 espionage conviction of a Jewish army officer,the Dreyfus Affair
"His sculpture of ""The Kiss"" was originally intended to be part of ""The Gates of Hell""",Rodin
"Seen here are scores of these butterflies at their winter camp in Michoacan, Mexico",monarchs
"Meaning small, round & glittering, this adjective is usually applied to the eyes of the untrustworthy",beady
"""Baa Baa Little Star""","""Baa Baa Black Sheep"" & ""Twinkle Twinkle Little Star"""
The Trent Affair was a naval incident that almost brought Britain into this conflict,the Civil War
"In the Bible a rare instance of a man kissing a woman is when Jacob kissed her ""and wept""",Rachel
